A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/t60_rmin_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base60_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3258       0.3277      -0.0019
eff overall (pt>0.9)             0.8064       0.8122      -0.0059
eff vxy [0,1)                    0.8369       0.8437      -0.0068
eff vxy [1,5)                    0.7849       0.7491      +0.0358
eff vxy [5,10)                   0.6789       0.6147      +0.0642
eff vxy [10,30)                  0.7348       0.6391      +0.0957
eff dxy [0,1)                    0.8303       0.8284      +0.0019
eff dxy [1,5)                    0.5980       0.5392      +0.0588
eff dxy [5,10)                   0.2593       0.2037      +0.0556
eff dxy [10,30)                  0.0000       0.0000      +0.0000
eff barrel |eta|<1.1             0.9107       0.9179      -0.0072
eff transition 1.1-1.7           0.8772       0.8887      -0.0115
eff endcap >1.7                  0.7349       0.7373      -0.0023
dup rate (pt sums)               0.0531       0.0485      +0.0046
dup rate (pt>0.9)                0.0545       0.0496      +0.0049
dup rate barrel                  0.0112       0.0098      +0.0014
dup rate transition              0.0133       0.0123      +0.0010
dup rate endcap                  0.0889       0.0821      +0.0068
fake rate (pt sums)              0.0369       0.0432      -0.0063
fake rate (pt>0.9)               0.0369       0.0435      -0.0066
fake rate barrel                 0.0331       0.0421      -0.0090
fake rate transition             0.0409       0.0426      -0.0017
fake rate endcap                 0.0378       0.0446      -0.0068
mean nhitOT                       5.961        6.533       -0.572
mean nhitOT barrel                9.350       10.151       -0.802
mean nhitOT transition            9.209       10.008       -0.800
mean nhitOT endcap                3.272        3.560       -0.289
n TC (fr denom)                  120543       120786         -243
n sim (ef denom)                  12741        12741           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/t60_rmin.json
