A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/ds_bt2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3262       0.3264      -0.0002
eff overall (pt>0.9)             0.8123       0.8136      -0.0012
eff vxy [0,1)                    0.8452       0.8473      -0.0022
eff vxy [1,5)                    0.8042       0.7731      +0.0311
eff vxy [5,10)                   0.7350       0.6530      +0.0820
eff vxy [10,30)                  0.7198       0.6291      +0.0907
eff dxy [0,1)                    0.8401       0.8342      +0.0059
eff dxy [1,5)                    0.5633       0.4989      +0.0644
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9232       0.9242      -0.0010
eff transition 1.1-1.7           0.8798       0.8826      -0.0028
eff endcap >1.7                  0.7547       0.7556      -0.0009
dup rate (pt sums)               0.0612       0.0499      +0.0113
dup rate (pt>0.9)                0.0634       0.0513      +0.0121
dup rate barrel                  0.0152       0.0097      +0.0054
dup rate transition              0.0271       0.0130      +0.0140
dup rate endcap                  0.0992       0.0846      +0.0146
fake rate (pt sums)              0.0471       0.0451      +0.0020
fake rate (pt>0.9)               0.0480       0.0455      +0.0025
fake rate barrel                 0.0527       0.0437      +0.0090
fake rate transition             0.0584       0.0459      +0.0125
fake rate endcap                 0.0426       0.0463      -0.0037
mean nhitOT                       6.206        6.514       -0.308
mean nhitOT barrel                9.723       10.151       -0.428
mean nhitOT transition            9.508       10.010       -0.502
mean nhitOT endcap                3.406        3.559       -0.153
n TC (fr denom)                  618561       610581        +7980
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/ds_bt2.json
