A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/t60_tl6_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base60_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3263       0.3277      -0.0013
eff overall (pt>0.9)             0.8081       0.8122      -0.0041
eff vxy [0,1)                    0.8383       0.8437      -0.0054
eff vxy [1,5)                    0.7885       0.7491      +0.0394
eff vxy [5,10)                   0.6697       0.6147      +0.0550
eff vxy [10,30)                  0.7435       0.6391      +0.1043
eff dxy [0,1)                    0.8317       0.8284      +0.0034
eff dxy [1,5)                    0.6127       0.5392      +0.0735
eff dxy [5,10)                   0.2593       0.2037      +0.0556
eff dxy [10,30)                  0.0000       0.0000      +0.0000
eff barrel |eta|<1.1             0.9158       0.9179      -0.0021
eff transition 1.1-1.7           0.8747       0.8887      -0.0141
eff endcap >1.7                  0.7349       0.7373      -0.0023
dup rate (pt sums)               0.0580       0.0485      +0.0095
dup rate (pt>0.9)                0.0598       0.0496      +0.0101
dup rate barrel                  0.0138       0.0098      +0.0040
dup rate transition              0.0252       0.0123      +0.0129
dup rate endcap                  0.0943       0.0821      +0.0122
fake rate (pt sums)              0.0458       0.0432      +0.0026
fake rate (pt>0.9)               0.0465       0.0435      +0.0029
fake rate barrel                 0.0517       0.0421      +0.0096
fake rate transition             0.0559       0.0426      +0.0133
fake rate endcap                 0.0410       0.0446      -0.0036
mean nhitOT                       6.396        6.533       -0.137
mean nhitOT barrel                9.881       10.151       -0.271
mean nhitOT transition            9.803       10.008       -0.205
mean nhitOT endcap                3.553        3.560       -0.007
n TC (fr denom)                  122158       120786        +1372
n sim (ef denom)                  12741        12741           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/t60_tl6.json
