A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/ds_tl4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3186       0.3264      -0.0079
eff overall (pt>0.9)             0.7925       0.8136      -0.0211
eff vxy [0,1)                    0.8251       0.8473      -0.0222
eff vxy [1,5)                    0.7746       0.7731      +0.0014
eff vxy [5,10)                   0.7114       0.6530      +0.0584
eff vxy [10,30)                  0.7124       0.6291      +0.0833
eff dxy [0,1)                    0.8195       0.8342      -0.0147
eff dxy [1,5)                    0.5579       0.4989      +0.0590
eff dxy [5,10)                   0.2351       0.2281      +0.0070
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9020       0.9242      -0.0222
eff transition 1.1-1.7           0.8305       0.8826      -0.0521
eff endcap >1.7                  0.7472       0.7556      -0.0083
dup rate (pt sums)               0.0612       0.0499      +0.0113
dup rate (pt>0.9)                0.0634       0.0513      +0.0121
dup rate barrel                  0.0144       0.0097      +0.0047
dup rate transition              0.0247       0.0130      +0.0116
dup rate endcap                  0.0995       0.0846      +0.0149
fake rate (pt sums)              0.0468       0.0451      +0.0017
fake rate (pt>0.9)               0.0475       0.0455      +0.0020
fake rate barrel                 0.0529       0.0437      +0.0092
fake rate transition             0.0566       0.0459      +0.0107
fake rate endcap                 0.0423       0.0463      -0.0041
mean nhitOT                       6.059        6.514       -0.454
mean nhitOT barrel                9.654       10.151       -0.496
mean nhitOT transition            9.305       10.010       -0.705
mean nhitOT endcap                3.313        3.559       -0.247
n TC (fr denom)                  606975       610581        -3606
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/descent/ds_tl4.json
