# a6 per-cell WPs tightened on table_v1jparity.txt: target=0.6 targetDisp=0.7 dcaSplit=0.5
# branch lenBin etaBin threshold
0 0 0 2.468410
0 0 1 2.441770
0 0 2 2.708920
0 1 0 2.018350
0 1 1 1.979340
0 1 2 2.422340
0 2 0 2.570830
0 2 1 1.921200
0 2 2 2.319010
1 0 0 1000000000.000000
1 0 1 1000000000.000000
1 0 2 1000000000.000000
1 1 0 3.543360
1 1 1 4.656350
1 1 2 6.080350
1 2 0 7.068890
1 2 1 9.305520
1 2 2 11.917560
