# a6 per-cell WPs tightened on table_v1jparity.txt: target=0.95 targetDisp=0.975 dcaSplit=0.5
# branch lenBin etaBin threshold
0 0 0 2.058220
0 0 1 2.046960
0 0 2 2.075550
0 1 0 1.121670
0 1 1 1.093020
0 1 2 1.121060
0 2 0 0.606020
0 2 1 0.587330
0 2 2 0.358410
1 0 0 1000000000.000000
1 0 1 1000000000.000000
1 0 2 1000000000.000000
1 1 0 2.583280
1 1 1 2.880690
1 1 2 3.234950
1 2 0 4.270200
1 2 1 5.278550
1 2 2 6.909440
