# a6 per-cell WPs tightened on table_v1jparity.txt: target=0.8 targetDisp=0.85 dcaSplit=0.5
# branch lenBin etaBin threshold
0 0 0 2.241620
0 0 1 2.197680
0 0 2 2.430490
0 1 0 1.524830
0 1 1 1.517090
0 1 2 1.933530
0 2 0 1.919360
0 2 1 1.267280
0 2 2 1.690070
1 0 0 1000000000.000000
1 0 1 1000000000.000000
1 0 2 1000000000.000000
1 1 0 2.934790
1 1 1 3.934800
1 1 2 4.803400
1 2 0 5.859970
1 2 1 7.714130
1 2 2 10.258520
