# a6 joint per-cell WPs: targets=0.99,0.995,0.998,0.999 dcaSplit=0.5 t4Floor=0.0 rounds=4 cellCap=0.97
# branch lenBin etaBin threshold
0 0 0 -2.703550
0 0 1 -2.579650
0 0 2 -1.409220
0 1 0 -1.700440
0 1 1 -1.433330
0 1 2 -0.539650
0 2 0 -0.229050
0 2 1 0.141930
0 2 2 0.029940
1 0 0 2.017090
1 0 1 2.043020
1 0 2 2.021430
1 1 0 2.506910
1 1 1 2.520040
1 1 2 3.234950
1 2 0 3.521530
1 2 1 4.397310
1 2 2 7.179750
