A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_P_XC1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3287       0.3281      +0.0006
eff overall (pt>0.9)             0.8124       0.8099      +0.0025
eff vxy [0,1)                    0.8411       0.8430      -0.0018
eff vxy [1,5)                    0.7037       0.7719      -0.0682
eff vxy [5,10)                   0.7255       0.6543      +0.0712
eff vxy [10,30)                  0.7615       0.6645      +0.0969
eff dxy [0,1)                    0.8319       0.8307      +0.0012
eff dxy [1,5)                    0.6495       0.5541      +0.0954
eff dxy [5,10)                   0.2222       0.2097      +0.0125
eff dxy [10,30)                  0.0000       0.0567      -0.0567
eff barrel |eta|<1.1             0.9202       0.9256      -0.0053
eff transition 1.1-1.7           0.8582       0.8819      -0.0236
eff endcap >1.7                  0.7668       0.7460      +0.0208
dup rate (pt sums)               0.1570       0.0503      +0.1067
dup rate (pt>0.9)                0.1565       0.0518      +0.1047
dup rate barrel                  0.2261       0.0099      +0.2163
dup rate transition              0.1803       0.0126      +0.1677
dup rate endcap                  0.1078       0.0856      +0.0222
fake rate (pt sums)              0.0514       0.0447      +0.0067
fake rate (pt>0.9)               0.0529       0.0448      +0.0082
fake rate barrel                 0.0602       0.0425      +0.0177
fake rate transition             0.0638       0.0445      +0.0193
fake rate endcap                 0.0452       0.0460      -0.0008
mean nhitOT                       6.086        6.519       -0.433
mean nhitOT barrel                8.819       10.148       -1.329
mean nhitOT transition            9.071       10.015       -0.945
mean nhitOT endcap                3.524        3.562       -0.038
n TC (fr denom)                   66625       608190      -541565
n sim (ef denom)                   6276        62555       -56279
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_P_XC1.json
