A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_Q_A7_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3274       0.3281      -0.0007
eff overall (pt>0.9)             0.8111       0.8099      +0.0012
eff vxy [0,1)                    0.8402       0.8430      -0.0028
eff vxy [1,5)                    0.6914       0.7719      -0.0806
eff vxy [5,10)                   0.7255       0.6543      +0.0712
eff vxy [10,30)                  0.7615       0.6645      +0.0969
eff dxy [0,1)                    0.8302       0.8307      -0.0005
eff dxy [1,5)                    0.6495       0.5541      +0.0954
eff dxy [5,10)                   0.2222       0.2097      +0.0125
eff dxy [10,30)                  0.0000       0.0567      -0.0567
eff barrel |eta|<1.1             0.9141       0.9256      -0.0115
eff transition 1.1-1.7           0.8608       0.8819      -0.0210
eff endcap >1.7                  0.7678       0.7460      +0.0219
dup rate (pt sums)               0.0640       0.0503      +0.0137
dup rate (pt>0.9)                0.0655       0.0518      +0.0137
dup rate barrel                  0.0401       0.0099      +0.0302
dup rate transition              0.0377       0.0126      +0.0251
dup rate endcap                  0.0871       0.0856      +0.0016
fake rate (pt sums)              0.0489       0.0447      +0.0042
fake rate (pt>0.9)               0.0498       0.0448      +0.0051
fake rate barrel                 0.0588       0.0425      +0.0164
fake rate transition             0.0605       0.0445      +0.0159
fake rate endcap                 0.0420       0.0460      -0.0041
mean nhitOT                       6.392        6.519       -0.126
mean nhitOT barrel                9.847       10.148       -0.301
mean nhitOT transition            9.874       10.015       -0.141
mean nhitOT endcap                3.543        3.562       -0.020
n TC (fr denom)                   62667       608190      -545523
n sim (ef denom)                   6276        62555       -56279
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_Q_A7.json
