A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_Q_DC1_0_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3250       0.3281      -0.0031
eff overall (pt>0.9)             0.8071       0.8099      -0.0028
eff vxy [0,1)                    0.8359       0.8430      -0.0071
eff vxy [1,5)                    0.6914       0.7719      -0.0806
eff vxy [5,10)                   0.7255       0.6543      +0.0712
eff vxy [10,30)                  0.7615       0.6645      +0.0969
eff dxy [0,1)                    0.8263       0.8307      -0.0044
eff dxy [1,5)                    0.6495       0.5541      +0.0954
eff dxy [5,10)                   0.2222       0.2097      +0.0125
eff dxy [10,30)                  0.0000       0.0567      -0.0567
eff barrel |eta|<1.1             0.9117       0.9256      -0.0139
eff transition 1.1-1.7           0.8531       0.8819      -0.0288
eff endcap >1.7                  0.7637       0.7460      +0.0178
dup rate (pt sums)               0.0597       0.0503      +0.0094
dup rate (pt>0.9)                0.0612       0.0518      +0.0094
dup rate barrel                  0.0372       0.0099      +0.0274
dup rate transition              0.0334       0.0126      +0.0208
dup rate endcap                  0.0824       0.0856      -0.0032
fake rate (pt sums)              0.0537       0.0447      +0.0089
fake rate (pt>0.9)               0.0552       0.0448      +0.0105
fake rate barrel                 0.0670       0.0425      +0.0245
fake rate transition             0.0685       0.0445      +0.0240
fake rate endcap                 0.0449       0.0460      -0.0011
mean nhitOT                       6.463        6.519       -0.055
mean nhitOT barrel                9.889       10.148       -0.260
mean nhitOT transition            9.924       10.015       -0.092
mean nhitOT endcap                3.597        3.562       +0.035
n TC (fr denom)                   62641       608190      -545549
n sim (ef denom)                   6276        62555       -56279
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a13_ref/p30_Q_DC1_0.json
