A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_dup/rd_dd2p1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3241       0.3264      -0.0024
eff overall (pt>0.9)             0.8067       0.8136      -0.0068
eff vxy [0,1)                    0.8398       0.8473      -0.0076
eff vxy [1,5)                    0.7887       0.7731      +0.0155
eff vxy [5,10)                   0.7177       0.6530      +0.0647
eff vxy [10,30)                  0.6781       0.6291      +0.0490
eff dxy [0,1)                    0.8325       0.8342      -0.0017
eff dxy [1,5)                    0.5300       0.4989      +0.0311
eff dxy [5,10)                   0.2281       0.2281      +0.0000
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9153       0.9242      -0.0089
eff transition 1.1-1.7           0.8696       0.8826      -0.0130
eff endcap >1.7                  0.7528       0.7556      -0.0028
dup rate (pt sums)               0.0484       0.0499      -0.0015
dup rate (pt>0.9)                0.0489       0.0513      -0.0024
dup rate barrel                  0.0085       0.0097      -0.0013
dup rate transition              0.0095       0.0130      -0.0035
dup rate endcap                  0.0814       0.0846      -0.0032
fake rate (pt sums)              0.0386       0.0451      -0.0065
fake rate (pt>0.9)               0.0387       0.0455      -0.0068
fake rate barrel                 0.0341       0.0437      -0.0097
fake rate transition             0.0406       0.0459      -0.0052
fake rate endcap                 0.0406       0.0463      -0.0057
mean nhitOT                       6.223        6.514       -0.291
mean nhitOT barrel                9.793       10.151       -0.357
mean nhitOT transition            9.685       10.010       -0.325
mean nhitOT endcap                3.359        3.559       -0.201
n TC (fr denom)                  605725       610581        -4856
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_dup/rd_dd2p1.json
