A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/skeptic3/s3_xt_ceil_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3271       0.3264      +0.0006
eff overall (pt>0.9)             0.8147       0.8136      +0.0011
eff vxy [0,1)                    0.8476       0.8473      +0.0003
eff vxy [1,5)                    0.8057       0.7731      +0.0325
eff vxy [5,10)                   0.7397       0.6530      +0.0868
eff vxy [10,30)                  0.7247       0.6291      +0.0956
eff dxy [0,1)                    0.8425       0.8342      +0.0083
eff dxy [1,5)                    0.5687       0.4989      +0.0697
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9258       0.9242      +0.0016
eff transition 1.1-1.7           0.8846       0.8826      +0.0020
eff endcap >1.7                  0.7560       0.7556      +0.0004
dup rate (pt sums)               0.1208       0.0499      +0.0708
dup rate (pt>0.9)                0.1299       0.0513      +0.0786
dup rate barrel                  0.0843       0.0097      +0.0745
dup rate transition              0.1297       0.0130      +0.1166
dup rate endcap                  0.1553       0.0846      +0.0707
fake rate (pt sums)              0.0638       0.0451      +0.0187
fake rate (pt>0.9)               0.0660       0.0455      +0.0205
fake rate barrel                 0.0859       0.0437      +0.0422
fake rate transition             0.0877       0.0459      +0.0419
fake rate endcap                 0.0482       0.0463      +0.0018
mean nhitOT                       6.512        6.514       -0.002
mean nhitOT barrel                9.805       10.151       -0.345
mean nhitOT transition            9.732       10.010       -0.277
mean nhitOT endcap                3.693        3.559       +0.134
n TC (fr denom)                  653065       610581       +42484
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/skeptic3/s3_xt_ceil.json
