A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a01_ref/r_S_2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3238       0.3281      -0.0043
eff overall (pt>0.9)             0.8008       0.8099      -0.0091
eff vxy [0,1)                    0.8333       0.8430      -0.0097
eff vxy [1,5)                    0.7836       0.7719      +0.0117
eff vxy [5,10)                   0.7302       0.6543      +0.0759
eff vxy [10,30)                  0.7414       0.6645      +0.0769
eff dxy [0,1)                    0.8280       0.8307      -0.0027
eff dxy [1,5)                    0.6165       0.5541      +0.0624
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9146       0.9256      -0.0109
eff transition 1.1-1.7           0.8702       0.8819      -0.0117
eff endcap >1.7                  0.7390       0.7460      -0.0070
dup rate (pt sums)               0.0469       0.0503      -0.0034
dup rate (pt>0.9)                0.0474       0.0518      -0.0044
dup rate barrel                  0.0126       0.0099      +0.0028
dup rate transition              0.0191       0.0126      +0.0065
dup rate endcap                  0.0747       0.0856      -0.0109
fake rate (pt sums)              0.0538       0.0447      +0.0091
fake rate (pt>0.9)               0.0555       0.0448      +0.0108
fake rate barrel                 0.0682       0.0425      +0.0257
fake rate transition             0.0697       0.0445      +0.0251
fake rate endcap                 0.0444       0.0460      -0.0016
mean nhitOT                       6.553        6.519       +0.034
mean nhitOT barrel               10.049       10.148       -0.099
mean nhitOT transition           10.054       10.015       +0.039
mean nhitOT endcap                3.606        3.562       +0.043
n TC (fr denom)                  606968       608190        -1222
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a01_ref/r_S_2.json
