A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n1_a75_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3196       0.3264      -0.0068
eff overall (pt>0.9)             0.8006       0.8136      -0.0129
eff vxy [0,1)                    0.8333       0.8473      -0.0140
eff vxy [1,5)                    0.7866       0.7731      +0.0134
eff vxy [5,10)                   0.7240       0.6530      +0.0710
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8280       0.8342      -0.0062
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8985       0.9242      -0.0256
eff transition 1.1-1.7           0.8708       0.8826      -0.0118
eff endcap >1.7                  0.7535       0.7556      -0.0021
dup rate (pt sums)               0.0576       0.0499      +0.0077
dup rate (pt>0.9)                0.0585       0.0513      +0.0072
dup rate barrel                  0.0169       0.0097      +0.0071
dup rate transition              0.0270       0.0130      +0.0140
dup rate endcap                  0.0892       0.0846      +0.0047
fake rate (pt sums)              0.0490       0.0451      +0.0039
fake rate (pt>0.9)               0.0497       0.0455      +0.0043
fake rate barrel                 0.0592       0.0437      +0.0155
fake rate transition             0.0613       0.0459      +0.0154
fake rate endcap                 0.0415       0.0463      -0.0049
mean nhitOT                       6.480        6.514       -0.034
mean nhitOT barrel               10.135       10.151       -0.016
mean nhitOT transition           10.051       10.010       +0.041
mean nhitOT endcap                3.542        3.559       -0.017
n TC (fr denom)                  604049       610581        -6532
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n1_a75.json
