A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_C1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3018       0.3264      -0.0247
eff overall (pt>0.9)             0.7601       0.8136      -0.0534
eff vxy [0,1)                    0.7904       0.8473      -0.0569
eff vxy [1,5)                    0.7590       0.7731      -0.0141
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.7881       0.8342      -0.0461
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8829       0.9242      -0.0413
eff transition 1.1-1.7           0.8390       0.8826      -0.0436
eff endcap >1.7                  0.6804       0.7556      -0.0752
dup rate (pt sums)               0.0583       0.0499      +0.0083
dup rate (pt>0.9)                0.0582       0.0513      +0.0069
dup rate barrel                  0.0207       0.0097      +0.0109
dup rate transition              0.0460       0.0130      +0.0329
dup rate endcap                  0.1113       0.0846      +0.0267
fake rate (pt sums)              0.5565       0.0451      +0.5114
fake rate (pt>0.9)               0.5694       0.0455      +0.5240
fake rate barrel                 0.7136       0.0437      +0.6699
fake rate transition             0.6403       0.0459      +0.5945
fake rate endcap                 0.3529       0.0463      +0.3066
mean nhitOT                       6.461        6.514       -0.053
mean nhitOT barrel                7.321       10.151       -2.830
mean nhitOT transition            7.623       10.010       -2.386
mean nhitOT endcap                4.763        3.559       +1.203
n TC (fr denom)                 1266984       610581      +656403
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_C1.json
