A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_C2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3024       0.3264      -0.0240
eff overall (pt>0.9)             0.7619       0.8136      -0.0516
eff vxy [0,1)                    0.7922       0.8473      -0.0552
eff vxy [1,5)                    0.7633       0.7731      -0.0099
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7190       0.6291      +0.0899
eff dxy [0,1)                    0.7900       0.8342      -0.0442
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8893       0.9242      -0.0349
eff transition 1.1-1.7           0.8488       0.8826      -0.0338
eff endcap >1.7                  0.6743       0.7556      -0.0813
dup rate (pt sums)               0.1695       0.0499      +0.1196
dup rate (pt>0.9)                0.1786       0.0513      +0.1273
dup rate barrel                  0.0858       0.0097      +0.0760
dup rate transition              0.1811       0.0130      +0.1681
dup rate endcap                  0.2796       0.0846      +0.1950
fake rate (pt sums)              0.5488       0.0451      +0.5037
fake rate (pt>0.9)               0.5553       0.0455      +0.5098
fake rate barrel                 0.7067       0.0437      +0.6630
fake rate transition             0.6103       0.0459      +0.5644
fake rate endcap                 0.3602       0.0463      +0.3139
mean nhitOT                       6.404        6.514       -0.110
mean nhitOT barrel                7.179       10.151       -2.972
mean nhitOT transition            7.391       10.010       -2.619
mean nhitOT endcap                5.045        3.559       +1.485
n TC (fr denom)                 1482501       610581      +871920
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_C2.json
