A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n1_a9_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3114       0.3264      -0.0150
eff overall (pt>0.9)             0.7816       0.8136      -0.0319
eff vxy [0,1)                    0.8133       0.8473      -0.0340
eff vxy [1,5)                    0.7753       0.7731      +0.0021
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8094       0.8342      -0.0248
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8626       0.9242      -0.0615
eff transition 1.1-1.7           0.8501       0.8826      -0.0325
eff endcap >1.7                  0.7500       0.7556      -0.0056
dup rate (pt sums)               0.0552       0.0499      +0.0053
dup rate (pt>0.9)                0.0559       0.0513      +0.0046
dup rate barrel                  0.0133       0.0097      +0.0036
dup rate transition              0.0205       0.0130      +0.0075
dup rate endcap                  0.0867       0.0846      +0.0021
fake rate (pt sums)              0.0483       0.0451      +0.0032
fake rate (pt>0.9)               0.0487       0.0455      +0.0032
fake rate barrel                 0.0599       0.0437      +0.0162
fake rate transition             0.0593       0.0459      +0.0135
fake rate endcap                 0.0403       0.0463      -0.0060
mean nhitOT                       6.482        6.514       -0.031
mean nhitOT barrel               10.416       10.151       +0.266
mean nhitOT transition           10.185       10.010       +0.175
mean nhitOT endcap                3.513        3.559       -0.046
n TC (fr denom)                  586607       610581       -23974
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n1_a9.json
