A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3257       0.3264      -0.0008
eff overall (pt>0.9)             0.8119       0.8136      -0.0016
eff vxy [0,1)                    0.8451       0.8473      -0.0022
eff vxy [1,5)                    0.7986       0.7731      +0.0254
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8393       0.8342      +0.0051
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9197       0.9242      -0.0045
eff transition 1.1-1.7           0.8844       0.8826      +0.0018
eff endcap >1.7                  0.7551       0.7556      -0.0004
dup rate (pt sums)               0.1285       0.0499      +0.0786
dup rate (pt>0.9)                0.1354       0.0513      +0.0841
dup rate barrel                  0.1062       0.0097      +0.0965
dup rate transition              0.1511       0.0130      +0.1381
dup rate endcap                  0.1468       0.0846      +0.0623
fake rate (pt sums)              0.0652       0.0451      +0.0201
fake rate (pt>0.9)               0.0684       0.0455      +0.0229
fake rate barrel                 0.0870       0.0437      +0.0432
fake rate transition             0.0871       0.0459      +0.0412
fake rate endcap                 0.0522       0.0463      +0.0059
mean nhitOT                       6.470        6.514       -0.044
mean nhitOT barrel                9.717       10.151       -0.434
mean nhitOT transition            9.609       10.010       -0.401
mean nhitOT endcap                3.678        3.559       +0.119
n TC (fr denom)                  653055       610581       +42474
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/ceil_ref/t_e_n2.json
