# run lumi evt seed tc cls df00 df01 df02 df03 df04 df05 df06 df07 df08 df09 df10 df11 df12 df13 df14 df15 df16 df17 df18 df19 df20 df21
1 4 348 349 292 0 0.878482 1.22982 0.000726529 0.000320776 0.0913421 -0.0116478 4.53691 4.74329 4.74329 -30 6 12 33.5576 0.879412 1.23205 4 1 0 0 1 5 6
1 4 348 352 292 1 0.242947 1.10814 0.000933744 0.00108138 0.14434 0.0446429 4.00186 -1.97428 0.979879 4.92359 6 12 33.5576 0.879412 1.23205 4 1 0 0 1 2 6
1 4 348 360 292 0 1.37915 1.2836 0.00619349 0.000190402 0.12227 -0.000842002 4.81333 -0.71139 3.7543 -30 6 12 33.5576 0.879412 1.23205 4 2 0 1 1 6 6
1 4 348 363 292 0 1.05796 1.22242 0.000595976 0.000154813 0.0862686 0.00788034 4.48054 1.87686 3.13714 -30 6 12 33.5576 0.879412 1.23205 4 1 0 0 1 7 6
1 4 348 374 292 1 0.695157 1.26416 0.000636078 0.000325116 0.129135 0.0167077 4.7368 -1.80596 0.638998 5.54787 6 12 33.5576 0.879412 1.23205 4 1 0 0 1 7 6
1 4 348 461 296 1 -0.0761135 1.85511 0.00218489 0.0016976 0.000101151 0.0736981 7.06552 1.14662 1.39184 3.36516 6 12 29.2348 0.255598 1.81296 3 6 0 0 1 2 32
1 4 348 471 296 1 0.218108 1.84513 0.00212129 0.00112956 8.64589e-05 0.0399907 6.39124 2.64871 2.64871 3.69076 6 12 29.2348 0.255598 1.81296 3 2 0 0 1 2 32
1 4 348 517 306 0 1.72343 1.66819 0.00623923 9.16681e-05 0.125335 -0.00131129 7.35683 0.803255 0.803255 -30 7 14 29.2124 1.57923 1.67065 3 8 0 7 1 1 9
1 4 348 545 306 1 0.0789118 1.72351 0.00139521 0.00119245 0.00235511 0.0685082 0.427603 -1.7122 1.20138 -0.130028 7 14 29.2124 1.57923 1.67065 3 1 0 0 1 1 9
1 4 348 90 312 0 0.0230436 1.4765 0.00150442 0.00129866 94.576 -0.0656618 12.7626 0.377921 5.88135 -30 5 10 25.8999 -0.0768911 1.5084 3 2 0 1 1 4 8
1 4 348 93 312 0 -0.0773742 1.50331 0.00174105 0.00176267 0.00162597 -0.104832 5.49889 5.65232 5.65232 -30 5 10 25.8999 -0.0768911 1.5084 3 1 0 0 1 3 8
1 4 348 262 313 1 0.00665105 0.371844 0.00059678 0.00144734 0.362367 -0.084124 3.38014 1.86306 1.86306 4.22709 6 12 24.8406 -0.00455371 0.445085 3 1 0 0 1 1 2
1 4 348 294 313 1 -0.0919089 0.534563 0.00104563 0.00200416 0.00113323 0.102153 1.63928 -4.48844 -0.959573 2.58617 6 12 24.8406 -0.00455371 0.445085 3 1 0 0 1 1 2
1 4 348 349 316 0 0.878482 1.22982 0.000726529 0.000320776 0.0913421 -0.0116478 4.53691 -1.11745 4.74329 -30 6 12 26.5146 0.325298 1.31216 3 1 0 0 1 5 8
1 4 348 354 316 1 0.820623 1.39174 0.000967228 0.000274723 0.104434 0.0109887 5.40701 -1.53783 -0.0490804 -30 6 12 26.5146 0.325298 1.31216 3 2 0 1 1 4 8
1 4 348 360 316 0 1.37915 1.2836 0.00619349 0.000190402 0.12227 -0.000842002 4.81333 -0.0378653 3.7543 -30 6 12 26.5146 0.325298 1.31216 3 2 0 1 1 6 8
1 4 348 363 316 0 1.05796 1.22242 0.000595976 0.000154813 0.0862686 0.00788034 4.48054 -1.32472 3.13714 -30 6 12 26.5146 0.325298 1.31216 3 1 0 0 1 7 8
1 4 348 374 316 1 0.695157 1.26416 0.000636078 0.000325116 0.129135 0.0167077 4.7368 0.451509 0.638998 5.54787 6 12 26.5146 0.325298 1.31216 3 1 0 0 1 7 8
1 4 348 375 316 1 0.702982 1.29237 0.00302319 0.000366769 0.12949 0.00983878 4.85237 0.737562 2.72542 -30 6 12 26.5146 0.325298 1.31216 3 1 0 0 1 4 8
1 4 348 591 319 1 -0.0557495 1.43892 0.00192912 0.00163492 0.000194043 0.0853786 5.13039 2.3981 2.3981 3.46652 5 10 25.8445 0.000763637 1.34673 3 1 0 0 1 2 1
1 4 348 37 329 0 0.0930367 1.24956 0.00154761 0.00160976 0.00133127 -0.0664415 3.44724 0.727577 4.92303 4.97523 6 12 33.1715 0.151563 1.22556 4 1 0 0 1 2 1
1 4 348 72 333 0 0.431337 0.0296576 0.000247041 0.000677208 0.000387128 0.0313522 4.96056 6.3684 6.3684 -30 5 10 22.7342 0.450268 0.0328334 2 1 0 0 1 1 2
1 4 348 99 333 1 -0.0826136 0.0831774 0.0002622 0.00170741 0.000307 0.0975894 1.34655 -2.43678 0.015382 2.17977 5 10 22.7342 0.450268 0.0328334 2 1 0 0 1 1 2
1 4 348 263 337 0 0.187496 1.75264 0.00149277 0.00107271 0.00155727 -0.053422 1.44983 6.81322 6.81322 -30 6 12 29.2569 0.18391 1.70716 3 2 0 1 0 1 2
1 4 348 1660 339 0 0.303395 2.32618 0.00717341 0.00105468 4.9955 0.02339 18.5918 6.00972 6.00972 -30 5 10 22.5252 0.330173 2.33162 2 10 0 9 1 1 16
1 4 348 3931 339 1 0.213401 2.23124 0.00294118 0.0010376 89.2234 0.0379157 26.2 1.22755 1.22755 -0.00121546 5 10 22.5252 0.330173 2.33162 2 6 0 0 0 1 16
1 4 348 3888 358 0 0.122988 2.22151 0.00247345 0.00108242 9.77587e-06 0.0511876 25.65 1.98059 1.98059 2.40067 5 10 21.9614 0.119269 2.22941 2 8 0 0 0 1 12
1 4 348 9078 358 1 0.138072 2.35092 0.00220733 0.0010989 8.1848 0.0657595 40.323 -2.88576 -0.502523 -0.717003 5 10 21.9614 0.119269 2.22941 2 4 0 0 0 1 12
1 4 348 461 369 1 -0.0761135 1.85511 0.00218489 0.0016976 0.000101151 0.0736981 7.06552 1.39184 1.39184 3.36516 5 10 21.8065 -0.00180182 1.91286 2 6 0 0 1 2 4
1 4 348 471 369 1 0.218108 1.84513 0.00212129 0.00112956 8.64589e-05 0.0399907 6.39124 -0.470701 2.64871 3.69076 5 10 21.8065 -0.00180182 1.91286 2 2 0 0 1 2 4
1 4 348 27 370 0 0.0925602 0.625382 0.0008013 0.00130367 0.000141728 -0.0686145 1.00304 3.96888 3.96888 5.25147 5 10 21.7966 0.0918831 0.527671 2 1 0 0 1 1 1
1 4 348 386 377 0 -0.0752334 1.02758 0.0017317 0.00211954 4.85352e-05 -0.0970722 1.29854 5.37336 5.37336 -30 5 10 21.7298 -0.0849295 1.01941 2 1 0 0 1 3 1
1 4 348 144 382 0 0.747914 0.37179 0.000347156 0.000310766 0.347953 0.0148171 3.34969 -2.55003 6.70206 -30 5 10 21.6439 0.027118 0.317449 2 1 0 0 1 2 2
1 4 348 158 382 0 0.0429776 0.345022 0.00056566 0.00143045 0.000646266 0.0799545 0.0300048 6.28178 6.28178 -30 5 10 21.6439 0.027118 0.317449 2 1 0 0 1 2 2
1 4 348 790 384 0 0.161575 1.85241 0.00135582 0.0011165 0.00243676 -0.061488 0.0645671 -0.149888 6.48908 -30 6 12 28.6282 0.0809081 1.75148 3 2 0 1 1 3 3
1 4 348 2456 384 2 0.890891 1.71949 0.0112503 0.000558534 897.266 -0.0213167 26.2 -1.98256 -1.83763 5.57734 6 12 28.6282 0.0809081 1.75148 3 1 0 0 1 1 3
1 4 348 122 385 0 -0.0044456 0.635547 0.000989841 0.00160767 4.294e-05 0.0867195 1.05259 5.38237 5.38237 -30 5 10 21.625 -0.0254274 0.589988 2 1 0 0 1 2 1
1 4 348 587 391 1 -0.0690785 0.26069 0.000530707 0.00170781 0.363766 0.100332 5.55124 -3.5061 -0.733569 0.534691 5 10 21.5823 0.134176 0.326647 2 1 0 0 1 2 1
1 4 348 64 396 0 0.00587763 0.496067 0.000760642 0.0014776 0.000108471 -0.0842811 1.97728 6.86644 6.86644 -30 5 10 21.793 -0.00410725 0.442022 2 1 0 0 1 1 1
1 4 348 200 398 1 0.464433 0.239245 0.000330005 0.000537236 0.000405029 0.0293725 7.22301 -2.89613 1.69228 5.15931 5 10 21.4445 -0.0833647 0.298633 2 1 0 0 1 2 1
1 4 348 8 399 0 -0.022329 0.451838 0.000768186 0.001641 1.24585 0.0864101 4.32983 -2.07194 4.28603 -30 5 10 21.4408 0.0469343 0.331634 2 1 0 0 1 2 3
1 4 348 9 399 0 0.0571945 0.367344 0.000557995 0.00134433 0.000583616 0.0717899 3.88672 6.26388 6.26388 -30 5 10 21.4408 0.0469343 0.331634 2 1 0 0 1 1 3
1 4 348 15 399 1 -0.0656255 0.401166 0.000756381 0.00180489 0.00081241 0.0955393 0.381006 -0.392537 0.0292859 4.81267 5 10 21.4408 0.0469343 0.331634 2 1 0 0 1 2 3
1 4 348 386 406 0 -0.0752334 1.02758 0.0017317 0.00211954 4.85352e-05 -0.0970722 1.29854 -4.81934 5.37336 -30 6 12 28.0643 -0.0167632 1.15552 3 1 0 0 1 3 1
1 4 348 549 436 1 0.036049 0.398282 0.000655443 0.00147315 0.00739453 0.0765387 1.34147 -2.70856 2.34992 1.32762 6 12 21.0523 -0.0732983 0.315979 2 1 0 0 1 3 3
1 4 348 134 439 1 -0.0883635 0.919535 0.00158659 0.00205943 0.49747 -0.100965 3.56492 -3.34516 -0.618418 3.45973 5 10 21.0277 0.0225279 0.885425 2 1 0 0 1 2 2
1 4 348 159 439 1 0.346685 0.930131 0.000798126 0.000854741 2.31947 0.0392533 5.30434 -1.23678 -0.998203 5.8955 5 10 21.0277 0.0225279 0.885425 2 1 0 0 1 2 2
1 4 348 974 459 0 0.00305614 1.84914 0.00180734 0.0014129 17.3613 0.0721221 12.4304 6.0689 6.0689 -30 5 10 20.8419 -0.0606697 1.88077 2 2 0 1 1 2 2
1 4 348 627 463 0 0.327191 1.77477 0.00174992 0.000618191 3.81435 0.0287731 9.26881 5.11303 5.11303 -30 5 10 20.7869 0.380565 1.78167 2 4 0 3 0 2 5
1 4 348 2148 463 1 -0.0924688 1.78931 0.00215731 0.00192687 58.6299 -0.0868758 13.6953 -2.63793 -1.26513 4.33396 5 10 20.7869 0.380565 1.78167 2 1 0 0 1 2 5
1 4 348 405 471 0 -0.0367856 0.503223 0.000871836 0.00171802 9.06229e-05 -0.0896902 5.81154 4.09057 4.09057 -30 5 10 20.7192 -0.0583632 0.442089 2 1 0 0 1 1 1
1 4 348 1711 484 0 0.238095 1.86377 0.00131502 0.000930171 1.55444e-06 0.0505362 1.10724 0.478816 6.55271 -30 6 12 34.2261 0.55951 1.82424 4 1 0 0 1 4 10
1 4 348 97 493 0 0.0202577 0.641367 0.000924208 0.00149369 9.12195e-05 -0.0784303 5.1945 4.30848 4.30848 -30 6 12 32.76 -0.02157 0.531793 4 1 0 0 1 1 2
1 4 348 122 493 0 -0.0044456 0.635547 0.000989841 0.00160767 4.294e-05 0.0867195 1.05259 -3.24581 5.38237 -30 6 12 32.76 -0.02157 0.531793 4 1 0 0 1 2 2
1 4 348 315 501 0 -0.059246 1.70524 0.00224098 0.00173173 0.00102267 -0.0874492 6.4747 -2.47944 5.89205 -30 5 10 26.329 0.120129 1.56521 3 1 0 0 1 2 1
1 4 348 250 505 0 -0.00285662 0.296787 0.0005726 0.00164099 0.000183251 0.0873144 1.65691 5.15538 5.15538 5.30494 6 12 29.1635 -0.025797 0.261049 3 2 0 0 0 2 2
1 4 348 67 508 0 -0.0928072 1.21222 0.00165986 0.00181139 15.0116 -0.0984712 7.7312 2.01115 5.84058 -30 6 12 27.5345 0.0540265 1.28822 3 1 0 0 1 3 2
1 4 348 71 508 0 0.0567574 1.26464 0.00136516 0.00129868 2.56359 -0.0738149 6.39302 6.65408 6.65408 -30 6 12 27.5345 0.0540265 1.28822 3 1 0 0 1 4 2
1 4 348 1711 514 0 0.238095 1.86377 0.00131502 0.000930171 1.55444e-06 0.0505362 1.10724 0.904429 6.55271 -30 5 10 20.3364 0.091148 1.78025 2 1 0 0 1 4 10
1 4 348 3302 517 1 -0.0553613 1.8409 0.00211035 0.00170811 55.5036 -0.10639 25.65 6.10916 6.10916 4.61669 7 14 36.2045 -0.0681063 1.83081 4 8 0 0 0 1 8
1 4 348 355 519 0 -0.0153526 1.19706 0.00209609 0.00209236 0.000201929 0.0887504 1.26962 4.73157 4.73157 -30 6 12 32.6285 -0.0152461 1.18564 4 1 0 0 1 1 1
1 4 348 192 525 0 -0.00542009 1.52591 0.00171615 0.00134703 0.00017302 -0.0797204 2.35496 6.08515 6.08515 -30 5 10 26.4299 -0.0433735 1.51241 3 1 0 0 1 1 1
1 4 348 1671 527 0 0.0399686 1.80439 0.00130313 0.00129961 0.000407848 0.0671305 3.84148 3.72543 3.72543 -30 5 10 20.5212 0.048936 1.78619 2 1 0 0 1 1 1
1 4 348 52 529 0 0.104841 1.96141 0.00246974 0.00111765 1.96792e-05 0.048776 6.89053 5.61084 5.61084 5.80759 5 10 25.1816 0.118375 1.94003 3 10 0 7 0 1 18
1 4 348 3628 529 1 -0.0903135 1.82668 0.00208271 0.00185153 110.804 -0.106624 24.4 -2.41187 -1.48181 3.05026 5 10 25.1816 0.118375 1.94003 3 2 0 0 0 1 18
1 4 348 3693 529 1 -0.0529723 1.96811 0.00206262 0.0016505 1.08447 0.0938634 24.4 -0.29221 0.736793 0.393967 5 10 25.1816 0.118375 1.94003 3 4 0 0 0 1 18
1 4 348 467 539 0 -0.0696851 0.0099183 0.000277065 0.00181909 0.000393371 0.0972388 4.90049 -1.21702 6.16888 -30 6 12 27.1423 -0.0471042 0.0934613 3 1 0 0 1 2 1
1 4 348 58 543 0 0.0982769 0.819742 0.0010087 0.00140328 0.227125 -0.06385 3.52546 5.6688 5.6688 3.23625 5 10 20.1615 0.122939 0.768216 2 1 0 0 1 1 1
1 4 348 1777 545 0 -0.0292151 1.76809 0.00183302 0.00157984 3.8968 -0.0874383 10.3228 6.4155 6.4155 1.35086 5 10 25.1771 -0.0265331 1.7875 3 12 0 0 0 2 12
1 4 348 25 554 1 -0.0778948 0.742714 0.0013234 0.00199234 2.03335e-06 0.102131 2.03171 1.56158 1.56158 0.424747 6 12 19.7692 -0.0775716 0.86621 2 1 0 0 1 3 1
1 4 348 591 561 1 -0.0557495 1.43892 0.00192912 0.00163492 0.000194043 0.0853786 5.13039 -0.0623955 2.3981 3.46652 5 10 20.6535 -0.079329 1.39765 2 1 0 0 1 2 1
1 4 348 3779 568 0 -0.0173021 1.84709 0.00175494 0.00146291 17.7993 -0.0937894 24.4 5.96944 5.96944 -30 6 12 25.8134 -0.00290512 1.87669 3 2 0 1 1 2 2
1 4 348 5 570 1 -0.0749746 0.730489 0.00131018 0.00195142 1.17879 -0.0986723 3.58231 -3.12818 -0.303249 1.63454 6 12 29.1058 0.171659 0.70266 3 1 0 0 1 2 4
1 4 348 23 570 0 0.206766 0.580584 0.000596225 0.000924976 18.8159 0.0533692 9.62896 5.97125 5.97125 -30 6 12 29.1058 0.171659 0.70266 3 1 0 0 1 2 4
1 4 348 25 570 1 -0.0778948 0.742714 0.0013234 0.00199234 2.03335e-06 0.102131 2.03171 -1.31028 1.56158 0.424747 6 12 29.1058 0.171659 0.70266 3 1 0 0 1 3 4
1 4 348 36 570 1 -0.0182344 0.733693 0.00113689 0.00169474 1.37914e-05 0.0891037 0.640588 -0.470192 0.0579683 3.54224 6 12 29.1058 0.171659 0.70266 3 1 0 0 1 2 4
1 4 348 227 572 0 0.260037 0.51262 0.000585596 0.000915311 3.4589 0.0458153 5.61241 6.81047 6.81047 -30 6 12 29.2006 0.234755 0.586923 3 1 0 0 1 2 1
1 4 348 2039 578 0 -0.0532866 1.72812 0.00166076 0.00152153 0.00572105 0.0997553 7.11799 4.79588 4.79588 1.4657 6 12 27.7096 -0.0418463 1.74501 3 4 0 0 0 2 4
1 4 348 145 579 0 0.212162 1.60232 0.00139424 0.00106572 3.84172e-05 -0.0492774 4.45147 5.86143 5.86143 -30 5 10 20.7796 0.238873 1.5885 2 1 0 0 1 3 2
1 4 348 1649 579 1 0.143796 1.55895 0.00126212 0.00111099 172.089 0.0595059 16.0005 -2.26877 0.827216 -30 5 10 20.7796 0.238873 1.5885 2 1 0 0 1 3 2
1 4 348 549 581 1 0.036049 0.398282 0.000655443 0.00147315 0.00739453 0.0765387 1.34147 -1.19176 2.34992 1.32762 5 10 20.3995 -0.0884173 0.327485 2 1 0 0 1 3 3
1 4 348 134 584 1 -0.0883635 0.919535 0.00158659 0.00205943 0.49747 -0.100965 3.56492 -1.33558 -0.618418 3.45973 6 12 28.2847 0.0281901 1.00699 3 1 0 0 1 2 2
1 4 348 159 584 1 0.346685 0.930131 0.000798126 0.000854741 2.31947 0.0392533 5.30434 -1.38299 -0.998203 5.8955 6 12 28.2847 0.0281901 1.00699 3 1 0 0 1 2 2
1 4 348 532 588 0 1.35616 1.0954 0.000922894 0.000123098 0.000382156 -0.00373392 3.46452 2.13347 2.13347 -30 5 10 24.5678 1.32595 1.09304 3 1 0 0 1 4 4
1 4 348 543 588 0 1.26088 1.08191 0.000690202 0.000142088 0.0003816 -0.00446216 3.38215 -0.328067 3.17567 -30 5 10 24.5678 1.32595 1.09304 3 1 0 0 1 5 4
1 4 348 466 590 0 0.206221 1.36234 0.00107103 0.000866364 3.51336e-05 0.0543465 1.5286 1.68537 4.91844 -30 5 10 24.8923 0.168849 1.35852 3 1 0 0 1 5 1
1 4 348 790 592 0 0.161575 1.85241 0.00135582 0.0011165 0.00243676 -0.061488 0.0645671 -5.93263 6.48908 -30 6 12 28.708 0.106644 1.97483 3 2 0 1 1 3 8
1 4 348 805 592 1 -0.0778015 2.05039 0.00272559 0.00181424 69.9634 0.0683897 15.0589 -0.103756 0.36059 -0.144641 6 12 28.708 0.106644 1.97483 3 6 0 0 0 1 8
1 4 348 400 597 1 0.663616 1.27971 0.000897027 0.000436177 0.000337104 0.018136 0.605697 -1.79375 0.88726 3.35521 5 10 25.7564 0.0464602 1.16971 3 1 0 0 1 3 1
1 4 348 466 600 0 0.206221 1.36234 0.00107103 0.000866364 3.51336e-05 0.0543465 1.5286 -2.36228 4.91844 -30 5 10 23.911 0.483518 1.41891 3 1 0 0 1 5 1
1 4 348 532 601 0 1.35616 1.0954 0.000922894 0.000123098 0.000382156 -0.00373392 3.46452 -0.565371 2.13347 -30 5 10 24.2429 0.676154 1.09249 3 1 0 0 1 4 4
1 4 348 543 601 0 1.26088 1.08191 0.000690202 0.000142088 0.0003816 -0.00446216 3.38215 -1.28358 3.17567 -30 5 10 24.2429 0.676154 1.09249 3 1 0 0 1 5 4
1 4 348 386 602 0 -0.0752334 1.02758 0.0017317 0.00211954 4.85352e-05 -0.0970722 1.29854 -4.20706 5.37336 -30 6 12 28.5799 0.166129 1.1553 3 1 0 0 1 3 2
1 4 348 400 602 1 0.663616 1.27971 0.000897027 0.000436177 0.000337104 0.018136 0.605697 -1.09746 0.88726 3.35521 6 12 28.5799 0.166129 1.1553 3 1 0 0 1 3 2
1 4 348 315 604 0 -0.059246 1.70524 0.00224098 0.00173173 0.00102267 -0.0874492 6.4747 5.89205 5.89205 -30 5 10 25.0678 -0.0618742 1.70868 3 1 0 0 1 2 5
1 4 348 347 604 1 -0.0492119 1.76582 0.00238768 0.00168433 0.00138133 -0.0771236 7.71525 1.35562 1.35562 1.29227 5 10 25.0678 -0.0618742 1.70868 3 2 0 0 0 1 5
1 4 348 430 609 1 -0.0129545 1.67093 0.00177911 0.00164542 0.000642797 -0.0860712 1.25272 1.31103 1.31103 2.58519 5 10 24.6595 0.0781694 1.62639 3 1 0 0 1 2 1
1 4 348 466 624 0 0.206221 1.36234 0.00107103 0.000866364 3.51336e-05 0.0543465 1.5286 -2.28552 4.91844 -30 5 10 20.2655 -0.0169475 1.41522 2 1 0 0 1 5 1
1 4 348 1711 625 0 0.238095 1.86377 0.00131502 0.000930171 1.55444e-06 0.0505362 1.10724 6.55271 6.55271 -30 6 12 32.0695 0.231002 1.82081 4 1 0 0 1 4 10
1 4 348 252 626 1 0.69479 0.856849 0.000480368 0.00039648 0.0416459 0.0170304 2.94824 4.29863 4.29863 4.51201 6 12 24.9317 0.672032 0.899341 3 1 0 0 1 3 3
1 4 348 256 626 0 1.35372 0.866107 0.000953919 0.000131275 0.0437366 -0.0039468 2.99426 -0.890828 1.14574 -30 6 12 24.9317 0.672032 0.899341 3 1 0 0 1 3 3
1 4 348 260 626 0 1.47838 0.880374 0.000849879 0.000116754 0.0451085 0.00277422 3.06838 -1.46467 2.96899 -30 6 12 24.9317 0.672032 0.899341 3 1 0 0 1 3 3
1 4 348 477 627 0 -0.0642361 1.02659 0.00171935 0.0020688 0.00202769 0.0948595 4.87045 6.0067 6.0067 -30 5 10 20.0174 -0.0574728 0.930132 2 1 0 0 1 1 1
1 4 348 532 628 0 1.35616 1.0954 0.000922894 0.000123098 0.000382156 -0.00373392 3.46452 -2.46924 2.13347 -30 5 10 18.7254 0.883318 0.991723 2 1 0 0 1 4 3
1 4 348 1164 629 0 0.276848 1.77508 0.00134081 0.000890779 8.3916 -0.0425405 9.58778 3.37879 3.37879 4.72944 5 10 20.7282 -0.0877975 1.79084 2 3 0 1 0 2 8
1 4 348 3102 629 2 0.143263 1.77647 0.00158688 0.000916513 790.101 -0.0378305 25.65 -1.17033 -0.28595 5.54988 5 10 20.7282 -0.0877975 1.79084 2 1 0 0 1 1 8
1 4 348 363 633 0 1.05796 1.22242 0.000595976 0.000154813 0.0862686 0.00788034 4.48054 -1.48484 3.13714 -30 6 12 32.6856 0.0267712 1.14993 4 1 0 0 1 7 2
1 4 348 374 633 1 0.695157 1.26416 0.000636078 0.000325116 0.129135 0.0167077 4.7368 -1.32581 0.638998 5.54787 6 12 32.6856 0.0267712 1.14993 4 1 0 0 1 7 2
1 4 348 117 635 0 -0.0340109 0.879133 0.00139378 0.0018531 1.09031e-06 -0.0918859 1.8612 -1.21382 6.23868 -30 6 12 33.9794 -0.00876821 0.903652 4 1 0 0 1 3 1
1 4 348 67 641 0 -0.0928072 1.21222 0.00165986 0.00181139 15.0116 -0.0984712 7.7312 5.84058 5.84058 -30 6 12 28.6663 -0.0619677 1.25499 3 1 0 0 1 3 2
1 4 348 71 641 0 0.0567574 1.26464 0.00136516 0.00129868 2.56359 -0.0738149 6.39302 2.45623 6.65408 -30 6 12 28.6663 -0.0619677 1.25499 3 1 0 0 1 4 2
1 4 348 252 643 1 0.69479 0.856849 0.000480368 0.00039648 0.0416459 0.0170304 2.94824 -0.756206 4.29863 4.51201 5 10 24.1362 1.46239 0.896308 3 1 0 0 1 3 3
1 4 348 256 643 0 1.35372 0.866107 0.000953919 0.000131275 0.0437366 -0.0039468 2.99426 -1.08812 1.14574 -30 5 10 24.1362 1.46239 0.896308 3 1 0 0 1 3 3
1 4 348 260 643 0 1.47838 0.880374 0.000849879 0.000116754 0.0451085 0.00277422 3.06838 2.96899 2.96899 -30 5 10 24.1362 1.46239 0.896308 3 1 0 0 1 3 3
1 4 348 602 654 0 -0.0755285 0.133599 0.000378964 0.00179242 0.000271058 0.0982756 1.48671 3.41705 3.41705 -30 5 10 19.7826 -0.0894053 0.100484 2 1 0 0 1 1 1
1 4 348 487 657 0 0.0904092 1.32345 0.00120162 0.00116702 48.2798 0.0714689 10.761 6.81662 6.81662 -30 5 10 20.4075 -0.0681195 1.37693 2 1 0 0 1 1 1
1 4 348 444 660 1 -0.00451776 2.05628 0.00321186 0.0016311 2.82177e-05 -0.0583671 5.79733 2.49356 2.49356 3.09767 6 12 28.8812 0.144717 1.99147 3 2 0 0 0 1 2
1 4 348 80 662 0 1.253 0.825566 0.00218217 0.000231248 0.0367506 -0.00218452 3.21345 -1.1381 2.74819 -30 5 10 19.823 0.594777 0.792449 2 1 0 0 1 8 3
1 4 348 84 662 2 1.30393 0.837718 0.0011585 0.000154287 0.0212998 -0.00475239 3.22575 -1.94418 1.77731 5.94588 5 10 19.823 0.594777 0.792449 2 1 0 0 1 8 3
1 4 348 85 662 0 1.11615 0.813189 0.000975562 0.000233516 0.0440011 0.00481287 3.18997 -1.05533 4.19217 -30 5 10 19.823 0.594777 0.792449 2 1 0 0 1 8 3
1 4 348 543 664 0 1.26088 1.08191 0.000690202 0.000142088 0.0003816 -0.00446216 3.38215 -2.58279 3.17567 -30 5 10 23.5066 -0.0345756 1.07677 3 1 0 0 1 5 4
1 4 348 572 664 0 -0.0525867 1.07626 0.00170442 0.00202012 4.60394e-05 0.0927866 2.44485 5.25627 5.25627 4.66966 5 10 23.5066 -0.0345756 1.07677 3 1 0 0 1 3 4
1 4 348 575 664 0 -0.0495002 1.03503 0.00161772 0.00195 3.6936e-05 0.0929262 1.55679 2.66659 2.66659 -30 5 10 23.5066 -0.0345756 1.07677 3 2 0 1 0 3 4
1 4 348 563 666 1 0.199679 1.46832 0.00104673 0.000908138 0.074851 0.0558312 5.87021 -0.755973 0.307859 3.33457 6 12 27.5045 0.0207203 1.48989 3 6 0 0 0 1 6
1 4 348 457 668 0 0.52708 1.6223 0.0010284 0.00052272 0.000274667 -0.0233397 5.12683 0.990135 6.21084 -30 5 10 20.3565 0.130645 1.55143 2 2 0 1 1 5 4
1 4 348 128 671 0 0.038468 1.623 0.00156568 0.00120494 0.00218343 0.0708818 2.15861 5.94166 5.94166 -30 5 10 24.1184 0.132609 1.5725 3 1 0 0 1 1 1
1 4 348 272 672 0 0.53344 0.733828 0.000628877 0.000628298 0.0279436 0.0241198 2.82094 -1.3008 5.97379 -30 6 12 29.1122 0.0420752 0.678641 3 1 0 0 1 2 1
1 4 348 4391 674 1 -0.0927276 2.17129 0.00282425 0.00188811 91.7033 -0.0793791 25.65 0.647888 0.655479 1.91922 5 10 20.0739 0.0977105 2.25499 2 4 0 0 0 1 4
1 4 348 596 675 0 -0.0430263 0.273004 0.000516494 0.00160668 0.232405 -0.0905741 4.37989 -2.70845 5.84719 -30 5 10 19.4862 -0.10029 0.194548 2 1 0 0 1 3 1
1 4 348 352 677 1 0.242947 1.10814 0.000933744 0.00108138 0.14434 0.0446429 4.00186 -1.869 0.979879 4.92359 5 10 25.1642 0.0537633 1.09792 3 1 0 0 1 2 1
1 4 348 95 678 0 -0.047286 1.70946 0.00223544 0.001799 0.00283126 -0.0778666 7.73 6.47362 6.47362 -30 5 10 24.8757 -0.050207 1.71537 3 4 0 3 0 1 4
1 4 348 7 682 0 -0.0981805 1.53383 0.00191616 0.00177812 0.0058124 0.103923 1.79206 4.74282 4.74282 -30 5 10 24.6198 -0.0965177 1.49244 3 1 0 0 1 1 3
1 4 348 606 682 0 -0.0689418 1.42917 0.00181077 0.00173248 0.0036354 -0.0944051 2.92228 -1.77824 4.6816 1.27044 5 10 24.6198 -0.0965177 1.49244 3 2 0 0 0 2 3
1 4 348 297 683 0 -0.0442604 1.00305 0.00163225 0.00198971 0.054871 0.0920742 4.03352 1.88732 6.81063 -30 6 12 31.7088 0.0501922 0.996907 4 1 0 0 1 2 2
1 4 348 309 683 0 0.0595833 0.972033 0.001284 0.00156468 2.07364 0.0742856 5.0122 5.72496 5.72496 -30 6 12 31.7088 0.0501922 0.996907 4 1 0 0 1 2 2
1 4 348 90 684 0 0.0230436 1.4765 0.00150442 0.00129866 94.576 -0.0656618 12.7626 -3.87491 5.88135 -30 5 10 19.9697 0.468874 1.39533 2 2 0 1 1 4 4
1 4 348 409 689 0 0.644882 1.29818 0.000977706 0.000617004 0.000472241 0.0210423 2.87547 6.34469 6.34469 -30 5 10 23.9959 0.65511 1.27322 3 1 0 0 1 1 1
1 4 348 244 690 1 0.114729 1.46956 0.00133905 0.00117728 63.607 -0.0579214 10.6635 -4.28244 1.23919 4.44549 5 10 23.0952 0.0524988 1.36411 3 1 0 0 1 1 1
