# run lumi evt seed tc cls df00 df01 df02 df03 df04 df05 df06 df07 df08 df09 df10 df11 df12 df13 df14 df15 df16 df17 df18 df19 df20 df21
1 88 8792 452 649 1 0.305716 0.950638 0.000902436 0.000900477 0.000622127 -0.0415133 3.63241 4.21346 4.21346 2.40001 5 10 25.0373 0.179283 0.941338 3 1 0 0 1 2 2
1 88 8792 483 649 1 0.0700874 0.808619 0.00105592 0.0014377 3.92576 0.0699082 4.68659 -2.16425 -0.381139 3.5585 5 10 25.0373 0.179283 0.941338 3 1 0 0 1 2 2
1 88 8792 439 658 0 0.0524502 0.912693 0.00112325 0.0014928 0.00104252 -0.0722721 2.00859 4.47125 4.47125 2.9197 5 10 19.7713 -0.0861652 0.908015 2 1 0 0 1 1 1
1 88 8792 124 663 0 -0.0061736 1.39534 0.00167048 0.00149378 2.24167e-05 0.0760658 4.93647 6.76769 6.76769 2.65684 5 10 24.6503 -0.0381105 1.40552 3 1 0 0 1 1 1
1 88 8792 499 672 0 0.308145 1.07085 0.000918365 0.000887577 0.000644587 0.0421415 4.29073 -2.97652 3.28368 -30 6 12 32.5544 0.50931 1.07138 4 1 0 0 1 3 1
1 88 8792 79 673 1 -0.00341715 0.135188 0.00033092 0.00154187 0.000304639 0.0825285 5.96171 -3.30318 -1.07876 3.85467 5 10 19.7712 0.4247 0.0328407 2 1 0 0 1 1 4
1 88 8792 61 676 0 0.140418 0.111016 0.00032018 0.00119841 0.0203684 0.059951 6.94269 6.44559 6.44559 -30 6 12 27.5046 0.116947 0.242045 3 1 0 0 1 1 1
1 88 8792 270 680 0 -0.0972224 1.29791 0.00163283 0.00176249 46.77 0.112877 9.20909 6.75015 6.75015 -30 5 10 20.7979 -0.128318 1.35884 2 1 0 0 1 1 1
1 88 8792 301 682 0 -0.0197435 1.0766 0.00172517 0.00201561 3.43662e-05 0.0890953 1.26934 6.52879 6.52879 -30 5 10 25.0063 -0.0336281 1.05689 3 1 0 0 1 3 3
1 88 8792 490 685 0 -0.0928639 1.14409 0.00201419 0.00230428 0.000448336 0.106533 0.41535 5.26622 5.26622 -30 5 10 20.5708 -0.0927715 1.12227 2 1 0 0 1 1 1
1 88 8792 382 687 0 0.0608627 1.69215 0.00158747 0.00136606 0.000130354 -0.0705675 1.33189 -0.72601 5.91947 -30 5 10 20.6467 0.0806888 1.78992 2 1 0 0 1 3 9
1 88 8792 450 690 0 0.0577475 1.40082 0.00134308 0.00123628 0.000121622 -0.078724 1.03962 6.19977 6.19977 3.69657 5 10 23.7642 0.0657421 1.36333 3 1 0 0 1 3 1
1 88 8792 279 696 0 0.00285796 0.379008 0.000598191 0.00142939 0.525722 -0.0853511 3.8829 6.53269 6.53269 -30 5 10 21.4075 -0.0154856 0.441346 2 1 0 0 1 1 2
1 88 8792 281 696 1 -0.0720072 0.403913 0.000766755 0.00182385 0.115276 -0.100953 2.31131 2.05731 2.05731 1.98082 5 10 21.4075 -0.0154856 0.441346 2 1 0 0 1 1 2
1 88 8792 18 704 1 -0.0704743 1.71054 0.00206684 0.00151455 11.1239 -0.0763255 9.26305 2.18507 2.71807 4.1876 6 12 27.6061 0.0229943 1.7508 3 4 0 0 0 2 7
1 88 8792 26 704 0 0.0296856 1.77391 0.00194843 0.00156533 0.00242557 -0.068044 3.8616 5.68723 5.68723 5.48057 6 12 27.6061 0.0229943 1.7508 3 3 0 0 0 3 7
1 88 8792 1689 706 1 0.032828 2.1284 0.00288449 0.00156505 160.204 0.0435276 18.4228 0.963692 0.963692 2.55394 5 10 19.9883 -0.140085 2.13833 2 14 0 0 0 1 34
1 88 8792 1695 706 1 -0.0932151 2.23219 0.00282506 0.00188918 0.000659826 0.0741223 6.80753 1.83619 1.83619 4.99012 5 10 19.9883 -0.140085 2.13833 2 20 0 0 0 1 34
1 88 8792 2363 712 1 0.266701 1.73681 0.00120543 0.000881452 15.8272 -0.0435965 9.85596 -2.593 4.03974 5.33535 5 10 20.6746 0.234827 1.72353 2 18 0 0 0 4 18
1 88 8792 572 713 0 -0.0798901 1.42791 0.00164295 0.0016495 45.1986 -0.0962787 10.8037 -1.81848 6.31317 -30 5 10 23.7082 0.0510855 1.35234 3 1 0 0 1 2 1
1 88 8792 370 716 0 1.09454 1.49483 0.00162776 0.000228156 0.991766 0.00728186 6.43966 -1.27395 4.50075 5.20661 6 12 19.726 0.504528 1.3727 2 1 0 0 1 4 3
1 88 8792 558 718 0 -0.010619 0.736227 0.00111257 0.00163654 0.00111418 0.0846977 1.25079 -0.323833 4.97417 -30 5 10 19.5346 0.229984 0.686082 2 2 0 1 1 3 2
1 88 8792 438 721 0 0.0571284 1.22331 0.00152453 0.00168078 0.00148175 -0.0730986 1.21429 -3.96899 6.75115 -30 6 12 27.359 -0.0754472 1.28779 3 1 0 0 1 2 1
1 88 8792 714 732 0 0.16699 1.10753 0.00121936 0.00129945 6.42959e-05 0.0582474 0.625037 -1.36002 3.29799 5.10684 6 12 32.9902 0.0964086 1.07848 4 1 0 0 1 5 1
1 88 8792 151 737 0 0.123998 0.631214 0.000744379 0.00117379 0.000163097 -0.0639955 3.26115 -2.68715 6.78952 -30 6 12 27.972 0.115336 0.598118 3 1 0 0 1 5 3
1 88 8792 174 737 0 0.472973 0.529821 0.000446067 0.00057392 1.4311 -0.0279589 4.08347 -2.45909 4.0132 -30 6 12 27.972 0.115336 0.598118 3 1 0 0 1 3 3
1 88 8792 183 737 0 0.137968 0.637389 0.000836469 0.00110804 0.000146888 0.0621973 0.74127 6.54363 6.54363 -30 6 12 27.972 0.115336 0.598118 3 1 0 0 1 3 3
1 88 8792 144 746 0 -0.046817 0.931608 0.00151935 0.00193456 0.00172952 0.0920065 4.84893 5.97134 5.97134 -30 5 10 20.2508 -0.0516718 0.836119 2 1 0 0 1 2 1
1 88 8792 196 756 1 -0.0189537 1.66466 0.00178411 0.00152702 0.00315368 0.0799467 7.49011 3.60377 3.60377 3.26814 6 12 31.7486 -0.0565226 1.69997 4 2 0 0 0 1 8
1 88 8792 86 757 0 0.148654 1.69508 0.00173878 0.00107368 7.40685e-06 -0.0539854 1.60358 -3.80435 5.83599 -30 6 12 27.8389 -0.040715 1.70758 3 2 0 1 0 2 8
1 88 8792 363 758 0 -0.0801948 1.66032 0.00200091 0.00186431 0.00356589 0.0869026 6.97431 6.18223 6.18223 2.82598 5 10 19.8925 -0.00750825 1.62937 2 1 0 0 1 1 1
1 88 8792 311 759 0 -0.074322 1.3904 0.00171675 0.00174003 50.9411 -0.0971822 10.7208 6.72115 6.72115 2.56606 5 10 22.6759 -0.0828203 1.44768 3 2 0 0 0 2 2
1 88 8792 62 761 0 0.173707 1.34905 0.00119842 0.000944802 0.00123609 -0.0579333 3.40872 4.11247 4.11247 4.42891 6 12 27.4237 0.20504 1.27716 3 1 0 0 1 1 1
1 88 8792 2363 763 1 0.266701 1.73681 0.00120543 0.000881452 15.8272 -0.0435965 9.85596 1.32599 4.03974 5.33535 5 10 20.8688 0.109321 1.76738 2 18 0 0 0 4 31
1 88 8792 641 764 0 0.0249572 1.14341 0.00164705 0.00184966 0.00181506 -0.0808161 0.602093 -0.438209 2.94 4.02408 6 12 29.3731 -0.0379825 1.20322 4 1 0 0 1 3 1
1 88 8792 259 766 1 0.290314 0.0935907 0.000287421 0.000835143 2.71886e-05 -0.0437729 1.63688 2.3564 2.3564 2.72042 5 10 19.218 0.168402 0.150222 2 1 0 0 1 1 1
1 88 8792 495 768 0 0.485203 0.549762 0.000464269 0.000487271 0.000434236 -0.0283665 2.41763 6.21746 6.21746 -30 6 12 30.4774 0.456017 0.483012 4 1 0 0 1 2 1
1 88 8792 208 770 0 -0.0529841 1.63941 0.00185222 0.0017174 0.00106729 -0.0928351 5.58826 5.12692 5.12692 4.23222 5 10 19.7231 -0.0831575 1.64168 2 1 0 0 1 1 1
1 88 8792 134 774 0 0.178957 0.500264 0.000555939 0.000992124 0.000251654 -0.0546255 8.10403 6.00935 6.00935 -30 5 10 23.7083 0.155246 0.377914 3 2 0 1 1 2 2
1 88 8792 619 786 0 0.0130897 1.52306 0.00151373 0.00143272 0.000737644 -0.0882678 2.99611 5.31037 5.31037 3.88718 6 12 28.2512 -0.0428132 1.52026 3 2 0 0 1 1 2
1 88 8792 395 792 0 0.266395 1.11143 0.00101709 0.00102436 0.000150042 -0.0464246 2.16293 3.3596 3.3596 4.19244 5 10 17.3119 0.26349 1.01804 2 1 0 0 1 1 1
1 88 8792 21 793 0 1.30737 0.855459 0.00117905 0.000169523 0.381343 0.00456339 3.29408 -0.902514 4.60223 -30 6 12 25.5879 0.358382 0.772572 3 1 0 0 1 7 2
1 88 8792 46 793 0 0.0867499 0.641956 0.000788497 0.0012669 0.000134514 0.0693757 0.350403 -3.31802 1.83821 -30 6 12 25.5879 0.358382 0.772572 3 1 0 0 1 4 2
1 88 8792 507 795 0 0.10404 0.39461 0.000548319 0.00125248 0.14478 0.064688 2.49772 -4.16378 6.18746 -30 5 10 18.2066 0.0658461 0.394226 2 1 0 0 1 3 1
1 88 8792 329 796 0 -0.0152898 1.58317 0.0016707 0.00149865 3.33395 0.0761127 8.68751 5.77071 5.77071 -30 5 10 20.4406 0.000795782 1.61365 2 1 0 0 1 4 1
1 88 8792 1615 799 0 -0.0883406 1.67161 0.00180977 0.00174302 29.5963 0.100752 11.3499 6.32466 6.53063 -30 6 12 27.6361 -0.0739582 1.71081 3 4 0 3 0 1 4
1 88 8792 558 801 0 -0.010619 0.736227 0.00111257 0.00163654 0.00111418 0.0846977 1.25079 -0.283431 4.97417 -30 6 12 18.8012 0.232787 0.684938 2 2 0 1 1 3 2
1 88 8792 523 803 0 0.070954 1.00457 0.0013347 0.00157291 3.06137e-05 0.0700833 1.67806 1.16111 1.16111 2.35918 5 10 18.2386 0.042196 1.04589 2 1 0 0 1 2 1
1 88 8792 1970 805 1 0.26418 2.19049 0.00194727 0.000765778 3.4607e-05 -0.0277626 12.1457 0.634588 1.74284 1.42279 6 12 32.7013 -0.0363499 2.12059 4 6 0 0 0 2 6
1 88 8792 118 806 1 0.0032702 1.25252 0.00137354 0.00142937 0.448439 -0.0857906 5.76808 -2.03333 -0.47865 5.32259 5 10 19.1232 0.229674 1.28912 2 1 0 0 1 2 1
1 88 8792 291 808 1 0.250161 1.82625 0.00184299 0.000884953 0.000765461 -0.0371166 6.812 -1.4086 1.38278 3.73242 6 12 25.9823 -0.0109949 1.8193 3 4 0 0 0 1 4
1 88 8792 313 809 1 -0.0601186 1.76152 0.00220779 0.00171685 0.00310924 -0.0785548 7.24143 -3.27296 0.658228 3.84402 6 12 19.251 0.0805153 1.63732 2 10 0 0 1 1 11
1 88 8792 329 809 0 -0.0152898 1.58317 0.0016707 0.00149865 3.33395 0.0761127 8.68751 1.18396 5.77071 -30 6 12 19.251 0.0805153 1.63732 2 1 0 0 1 4 11
1 88 8792 28 810 0 -0.087996 1.3583 0.00167011 0.00169467 0.00442065 0.103373 2.41719 6.06498 6.06498 4.1608 5 10 22.7292 -0.0432201 1.35671 3 1 0 0 1 2 1
1 88 8792 523 821 0 0.070954 1.00457 0.0013347 0.00157291 3.06137e-05 0.0700833 1.67806 -2.26982 1.16111 2.35918 5 10 19.6228 -0.094832 1.0674 2 1 0 0 1 2 1
1 88 8792 440 822 1 -0.0311125 1.27629 0.00152038 0.0015557 0.00313318 0.0933206 5.17581 -1.30136 0.759341 4.06194 5 10 23.7512 0.266338 1.3078 3 1 0 0 1 2 1
1 88 8792 708 825 2 0.0788013 1.56618 0.00146498 0.00133841 0.000250855 -0.074851 3.49229 5.05938 5.05938 3.46101 6 12 27.4672 0.016589 1.55178 3 2 0 0 1 1 2
1 88 8792 419 827 0 0.69736 1.58198 0.00133097 0.000374828 5.83704 -0.0151554 9.20529 4.5465 4.5465 -30 5 10 23.5436 0.688182 1.59213 3 2 0 1 0 3 4
1 88 8792 964 832 1 0.0557268 1.89796 0.00169576 0.00133026 11.5811 -0.0615509 12.822 -0.385082 0.67014 4.23815 5 10 20.267 0.187763 1.88634 2 15 0 0 0 2 16
1 88 8792 2798 832 2 -0.0366205 1.83807 0.00231783 0.00142443 536.037 -0.0879456 25.65 -2.10903 1.53266 5.46342 5 10 20.267 0.187763 1.88634 2 1 0 0 1 1 16
1 88 8792 102 835 0 0.01908 0.776222 0.00108343 0.00155419 3.87882e-05 0.0807797 1.50085 0.213652 5.53135 -30 5 10 18.7091 0.00600428 0.676801 2 1 0 0 1 3 1
1 88 8792 301 837 0 -0.0197435 1.0766 0.00172517 0.00201561 3.43662e-05 0.0890953 1.26934 -1.1531 6.52879 -30 5 10 23.2624 -0.045932 1.16505 3 1 0 0 1 3 1
1 88 8792 46 841 0 0.0867499 0.641956 0.000788497 0.0012669 0.000134514 0.0693757 0.350403 1.83821 1.83821 -30 5 10 18.0478 0.0144246 0.622757 2 1 0 0 1 4 2
1 88 8792 47 841 1 -0.0747458 0.557071 0.00093904 0.00180512 0.425408 0.0901477 2.88209 -0.799578 0.401698 5.38573 5 10 18.0478 0.0144246 0.622757 2 1 0 0 1 1 2
1 88 8792 2363 843 1 0.266701 1.73681 0.00120543 0.000881452 15.8272 -0.0435965 9.85596 0.786029 4.03974 5.33535 5 10 24.7644 -0.0388349 1.79968 3 18 0 0 0 4 23
1 88 8792 202 848 0 -0.0547601 1.03835 0.00176306 0.00209998 0.00212392 0.0939966 2.5449 4.63656 4.63656 -30 6 12 26.7422 -0.0457385 1.03426 3 1 0 0 1 2 1
1 88 8792 450 851 0 0.0577475 1.40082 0.00134308 0.00123628 0.000121622 -0.078724 1.03962 -1.97727 6.19977 3.69657 5 10 21.6417 -0.0685341 1.45423 3 1 0 0 1 3 1
1 88 8792 59 852 0 0.0443925 0.231342 0.00045831 0.00143295 0.0166076 -0.0749897 2.05737 -2.88937 6.84335 -30 6 12 28.4109 0.106354 0.214315 3 2 0 1 0 3 4
1 88 8792 67 852 0 -0.0330485 0.294019 0.000580682 0.00172599 0.000193063 -0.0891568 0.842392 -3.04359 5.4906 -30 6 12 28.4109 0.106354 0.214315 3 1 0 0 1 3 4
1 88 8792 107 852 0 0.136052 0.228068 0.000402891 0.00111356 0.00029177 0.0631531 0.0450518 6.38018 6.38018 -30 6 12 28.4109 0.106354 0.214315 3 1 0 0 1 4 4
1 88 8792 46 857 0 0.0867499 0.641956 0.000788497 0.0012669 0.000134514 0.0693757 0.350403 1.24053 1.83821 -30 5 10 20.0641 -0.0349061 0.682643 2 1 0 0 1 4 3
1 88 8792 73 857 1 -0.0853988 0.570489 0.00104594 0.00189746 4.55866 0.0999218 5.97738 3.57115 3.57115 3.29678 5 10 20.0641 -0.0349061 0.682643 2 2 0 0 1 2 3
1 88 8792 184 860 0 0.0702477 1.5956 0.00154862 0.00124548 7.16936 0.0613362 8.16859 -0.147104 6.33863 -30 6 12 24.4486 0.0472227 1.55136 3 1 0 0 1 2 1
1 88 8792 157 861 0 0.192819 1.26092 0.00103176 0.000919807 0.870767 -0.0547639 5.12074 5.29594 5.29594 5.92565 6 12 25.4627 0.201246 1.27691 3 1 0 0 1 1 1
1 88 8792 558 864 0 -0.010619 0.736227 0.00111257 0.00163654 0.00111418 0.0846977 1.25079 4.97417 4.97417 -30 5 10 24.2396 -0.00957543 0.685337 3 2 0 1 1 3 2
1 88 8792 370 865 0 1.09454 1.49483 0.00162776 0.000228156 0.991766 0.00728186 6.43966 -0.69988 4.50075 5.20661 5 10 24.116 0.211439 1.43087 3 1 0 0 1 4 3
1 88 8792 226 866 1 0.0263833 1.08669 0.00131046 0.00149407 26.1636 0.082987 8.53452 -3.9653 2.0274 3.12764 5 10 18.7322 0.462452 1.01162 2 2 0 0 0 2 3
1 88 8792 229 866 1 -0.0781616 0.996678 0.00169649 0.00209533 0.245547 0.103143 4.43355 -3.25813 -0.429835 2.72839 5 10 18.7322 0.462452 1.01162 2 1 0 0 1 1 3
1 88 8792 107 867 0 0.136052 0.228068 0.000402891 0.00111356 0.00029177 0.0631531 0.0450518 -0.790388 6.38018 -30 6 12 25.2743 -0.00151352 0.132882 3 1 0 0 1 4 1
1 88 8792 3250 868 1 -0.0398425 1.96074 0.00207335 0.00160102 0.0132585 0.0993843 24.95 3.72431 3.72431 4.84893 5 10 19.5791 -0.118519 1.94468 2 2 0 0 0 1 6
1 88 8792 581 870 1 0.107136 1.44529 0.0015583 0.00131319 0.00137945 -0.0616554 2.43278 -1.39989 0.179067 0.935607 6 12 28.7618 -0.0975853 1.46156 4 1 0 0 1 1 2
1 88 8792 598 870 1 0.127299 1.48847 0.00129512 0.00107818 47.2857 -0.0556201 10.1045 -4.23112 2.22396 -30 6 12 28.7618 -0.0975853 1.46156 4 1 0 0 1 1 2
1 88 8792 641 877 0 0.0249572 1.14341 0.00164705 0.00184966 0.00181506 -0.0808161 0.602093 -3.15781 2.94 4.02408 5 10 23.3111 0.129355 1.01838 3 1 0 0 1 3 1
1 88 8792 86 879 0 0.148654 1.69508 0.00173878 0.00107368 7.40685e-06 -0.0539854 1.60358 5.83599 5.83599 -30 6 12 26.4969 0.183275 1.63246 3 2 0 1 0 2 12
1 88 8792 128 879 0 0.0749595 1.56364 0.00126877 0.00116833 0.000170911 0.0748098 2.15593 -0.897229 5.24973 4.40233 6 12 26.4969 0.183275 1.63246 3 4 0 0 0 2 12
1 88 8792 600 880 0 0.224198 0.545747 0.000557269 0.000921683 3.88173 0.0506176 5.58824 -2.57549 6.73804 -30 5 10 18.9358 -0.0192304 0.594607 2 2 0 1 1 3 2
1 88 8792 269 881 0 -0.0481512 0.380289 0.000725293 0.00179647 0.000138027 -0.091855 0.88602 5.54808 5.54808 1.70729 5 10 23.171 -0.0574075 0.387166 3 1 0 0 1 1 1
1 88 8792 301 882 0 -0.0197435 1.0766 0.00172517 0.00201561 3.43662e-05 0.0890953 1.26934 0.272748 6.52879 -30 5 10 23.4576 0.128457 1.04126 3 1 0 0 1 3 1
1 88 8792 322 883 1 -0.0680639 1.47326 0.00174003 0.00172394 17.2687 0.094935 9.25266 -2.0446 0.0114777 2.60252 5 10 20.246 -0.0561412 1.57578 2 1 0 0 1 1 2
1 88 8792 329 883 0 -0.0152898 1.58317 0.0016707 0.00149865 3.33395 0.0761127 8.68751 -1.41624 5.77071 -30 5 10 20.246 -0.0561412 1.57578 2 1 0 0 1 4 2
1 88 8792 681 886 0 -0.0635354 0.61403 0.00102531 0.00173921 1.49727e-05 0.0986237 0.270256 -1.77529 6.7167 -30 5 10 17.2696 0.239407 0.653052 2 1 0 0 1 3 1
1 88 8792 22 887 0 -0.00916658 1.31564 0.0014722 0.00143623 0.00314865 -0.0902786 2.97948 5.614 5.614 -30 5 10 18.9614 -0.0164283 1.3149 2 1 0 0 1 1 1
1 88 8792 706 888 1 0.594528 1.40583 0.00105205 0.000440431 0.000305341 -0.0210884 3.61119 -2.27439 -0.21723 4.83639 5 10 18.6667 -0.0652136 1.28499 2 2 0 0 0 3 3
1 88 8792 732 888 0 0.0922923 1.2127 0.00177896 0.00161099 2.57863e-05 0.0724457 0.392515 -0.835629 6.17688 4.6021 5 10 18.6667 -0.0652136 1.28499 2 1 0 0 1 4 3
1 88 8792 438 891 0 0.0571284 1.22331 0.00152453 0.00168078 0.00148175 -0.0730986 1.21429 6.75115 6.75115 -30 6 12 21.6291 0.0628149 1.19345 3 1 0 0 1 2 1
1 88 8792 44 896 0 -0.0126658 1.15544 0.00178299 0.00203181 1.48562e-05 -0.0842433 3.36582 2.3313 4.42766 -30 5 10 22.6568 -0.026484 1.07373 3 1 0 0 1 3 1
1 88 8792 316 903 1 0.227134 0.203443 0.000319828 0.000926277 0.000342432 -0.0483263 3.76919 -0.35963 -0.35963 2.07741 5 10 21.5523 -0.0142989 0.249366 3 1 0 0 1 3 5
1 88 8792 327 903 1 0.154301 0.16371 0.000334774 0.00102063 0.000334019 0.057811 3.63904 -2.07714 4.18434 5.5555 5 10 21.5523 -0.0142989 0.249366 3 1 0 0 1 3 5
1 88 8792 337 903 0 -0.0498232 0.164693 0.000382787 0.0017278 0.0234975 0.0916592 3.71254 -3.56813 6.35865 -30 5 10 21.5523 -0.0142989 0.249366 3 1 0 0 1 3 5
1 88 8792 451 905 0 -0.0613242 0.592474 0.00099351 0.00174621 4.76703 0.097828 5.90718 -3.31774 5.95848 -30 6 12 24.362 -0.029472 0.542132 3 1 0 0 1 3 1
1 88 8792 706 907 1 0.594528 1.40583 0.00105205 0.000440431 0.000305341 -0.0210884 3.61119 -2.13565 -0.21723 4.83639 5 10 18.0185 -0.0504828 1.38655 2 2 0 0 0 3 2
1 88 8792 499 908 0 0.308145 1.07085 0.000918365 0.000887577 0.000644587 0.0421415 4.29073 3.28368 3.28368 -30 5 10 20.8812 0.321971 0.978635 3 1 0 0 1 3 1
1 88 8792 536 910 0 0.0637919 0.515325 0.000697431 0.00126864 0.000745979 -0.0749447 0.91251 5.02726 5.02726 -30 5 10 18.1211 0.0717689 0.467231 2 1 0 0 1 1 2
1 88 8792 548 910 1 -0.0317159 0.519916 0.000824855 0.00158915 3.77839 0.0921382 6.08592 -2.90872 1.61388 3.66773 5 10 18.1211 0.0717689 0.467231 2 1 0 0 1 1 2
1 88 8792 18 912 1 -0.0704743 1.71054 0.00206684 0.00151455 11.1239 -0.0763255 9.26305 2.71807 2.71807 4.1876 5 10 17.9753 -0.0642857 1.74829 2 4 0 0 0 2 7
1 88 8792 26 912 0 0.0296856 1.77391 0.00194843 0.00156533 0.00242557 -0.068044 3.8616 2.9146 5.68723 5.48057 5 10 17.9753 -0.0642857 1.74829 2 3 0 0 0 3 7
1 88 8792 714 913 0 0.16699 1.10753 0.00121936 0.00129945 6.42959e-05 0.0582474 0.625037 -0.0137078 3.29799 5.10684 6 12 23.0865 0.124521 1.16573 3 1 0 0 1 5 3
1 88 8792 731 913 0 -0.0023333 1.05031 0.0015315 0.00182337 8.78996e-06 0.0854979 1.27406 -0.341709 6.17359 -30 6 12 23.0865 0.124521 1.16573 3 1 0 0 1 4 3
1 88 8792 732 913 0 0.0922923 1.2127 0.00177896 0.00161099 2.57863e-05 0.0724457 0.392515 6.17688 6.17688 4.6021 6 12 23.0865 0.124521 1.16573 3 1 0 0 1 4 3
1 88 8792 535 916 0 0.157169 0.017331 0.000263361 0.00115114 0.000345625 0.0610073 1.44666 4.93073 4.93073 5.15359 5 10 22.3532 0.153336 0.0420373 3 1 0 0 1 2 1
1 88 8792 391 917 1 0.383552 1.68311 0.00116504 0.000694706 0.000764267 0.0351346 0.669082 0.610399 0.610399 2.97527 5 10 17.7299 0.265275 1.7356 2 3 0 0 1 1 3
1 88 8792 416 918 0 0.0144259 1.46262 0.00155913 0.00142579 7.82502e-05 0.0782178 2.54222 5.60516 5.60516 5.43833 5 10 22.7726 0.0259714 1.44061 3 1 0 0 1 3 1
1 88 8792 641 919 0 0.0249572 1.14341 0.00164705 0.00184966 0.00181506 -0.0808161 0.602093 2.94 2.94 4.02408 5 10 17.6448 -0.0302994 1.16422 2 1 0 0 1 3 1
1 88 8792 21 920 0 1.30737 0.855459 0.00117905 0.000169523 0.381343 0.00456339 3.29408 -0.689692 4.60223 -30 5 10 16.3748 0.390889 0.843257 3 1 0 0 1 7 1
1 88 8792 450 923 0 0.0577475 1.40082 0.00134308 0.00123628 0.000121622 -0.078724 1.03962 -0.599976 6.19977 3.69657 6 12 17.8755 -0.0771989 1.35362 2 1 0 0 1 3 1
1 88 8792 118 926 1 0.0032702 1.25252 0.00137354 0.00142937 0.448439 -0.0857906 5.76808 -1.61637 -0.47865 5.32259 5 10 17.6178 -0.0532508 1.3568 2 1 0 0 1 2 1
1 88 8792 681 928 0 -0.0635354 0.61403 0.00102531 0.00173921 1.49727e-05 0.0986237 0.270256 -0.253537 6.7167 -30 5 10 16.458 -0.0463026 0.504609 2 1 0 0 1 3 1
1 88 8792 611 929 1 0.062428 0.230335 0.000437315 0.00139849 0.000277641 -0.0717804 2.02437 -1.86169 -0.237123 4.1572 5 10 18.1919 0.150573 0.177678 2 1 0 0 1 1 1
1 88 8792 517 930 0 -0.000203615 0.575477 0.000894947 0.00156927 9.32074e-05 0.0824868 4.68279 0.365355 6.2989 -30 5 10 15.6403 0.0810021 0.565874 2 1 0 0 1 2 1
1 88 8792 532 931 0 -0.0847086 0.52312 0.000967447 0.00185281 3.66543e-05 0.100905 2.30751 -2.0092 5.99924 -30 6 12 20.7729 0.63128 0.420542 3 1 0 0 1 4 2
1 88 8792 538 931 0 -0.0129589 0.416119 0.000681716 0.00150627 0.000103768 0.0912296 0.62572 -2.30315 4.51339 4.7419 6 12 20.7729 0.63128 0.420542 3 1 0 0 1 3 2
1 88 8792 82 932 0 0.49592 1.09271 0.000709274 0.000494826 36.5661 0.0278584 9.0415 5.41863 5.41863 -30 5 10 20.9411 0.512968 1.15074 3 1 0 0 1 1 1
1 88 8792 714 933 0 0.16699 1.10753 0.00121936 0.00129945 6.42959e-05 0.0582474 0.625037 3.29799 3.29799 5.10684 5 10 18.8808 0.163444 1.09084 3 1 0 0 1 5 3
1 88 8792 731 933 0 -0.0023333 1.05031 0.0015315 0.00182337 8.78996e-06 0.0854979 1.27406 0.0927843 6.17359 -30 5 10 18.8808 0.163444 1.09084 3 1 0 0 1 4 3
1 88 8792 732 933 0 0.0922923 1.2127 0.00177896 0.00161099 2.57863e-05 0.0724457 0.392515 -0.224597 6.17688 4.6021 5 10 18.8808 0.163444 1.09084 3 1 0 0 1 4 3
1 88 8792 12 936 1 -0.0901031 0.234657 0.000530177 0.00189095 0.000651845 -0.101735 3.19853 -2.07018 -0.228631 -0.154682 6 12 20.7856 0.035362 0.120908 3 1 0 0 1 1 3
1 88 8792 45 936 0 0.2191 0.146888 0.000299297 0.00100345 0.000423738 0.0515596 1.07624 5.99706 5.99706 -30 6 12 20.7856 0.035362 0.120908 3 1 0 0 1 1 3
1 88 8792 63 936 1 -0.0233797 0.0566417 0.000297634 0.00162041 0.00184571 0.0873413 3.6891 -1.3662 0.557647 5.65021 6 12 20.7856 0.035362 0.120908 3 1 0 0 1 1 3
1 88 8792 151 944 0 0.123998 0.631214 0.000744379 0.00117379 0.000163097 -0.0639955 3.26115 0.390147 6.78952 -30 6 12 21.9349 0.175431 0.574311 3 1 0 0 1 5 3
1 88 8792 174 944 0 0.472973 0.529821 0.000446067 0.00057392 1.4311 -0.0279589 4.08347 4.0132 4.0132 -30 6 12 21.9349 0.175431 0.574311 3 1 0 0 1 3 3
1 88 8792 183 944 0 0.137968 0.637389 0.000836469 0.00110804 0.000146888 0.0621973 0.74127 -0.515891 6.54363 -30 6 12 21.9349 0.175431 0.574311 3 1 0 0 1 3 3
1 88 8792 532 947 0 -0.0847086 0.52312 0.000967447 0.00185281 3.66543e-05 0.100905 2.30751 0.914783 5.99924 -30 5 10 17.737 0.0160464 0.404768 3 1 0 0 1 4 3
1 88 8792 538 947 0 -0.0129589 0.416119 0.000681716 0.00150627 0.000103768 0.0912296 0.62572 4.51339 4.51339 4.7419 5 10 17.737 0.0160464 0.404768 3 1 0 0 1 3 3
1 88 8792 544 947 1 -0.0627438 0.292857 0.000576105 0.00175447 1.12005 0.0998548 7.62347 -0.744388 -0.543773 -30 5 10 17.737 0.0160464 0.404768 3 1 0 0 1 1 3
1 88 8792 499 950 0 0.308145 1.07085 0.000918365 0.000887577 0.000644587 0.0421415 4.29073 -0.931704 3.28368 -30 5 10 19.4401 -0.0133316 0.972467 3 1 0 0 1 3 1
1 88 8792 366 953 0 0.13638 0.823967 0.000964884 0.00125854 0.00075251 -0.0599372 1.44666 -3.82793 6.8059 -30 5 10 15.7836 0.0986985 0.907333 3 1 0 0 1 5 1
