A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a04_ref/r_I_A6X35_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3276       0.3281      -0.0005
eff overall (pt>0.9)             0.8095       0.8099      -0.0004
eff vxy [0,1)                    0.8424       0.8430      -0.0006
eff vxy [1,5)                    0.7939       0.7719      +0.0219
eff vxy [5,10)                   0.7336       0.6543      +0.0793
eff vxy [10,30)                  0.7390       0.6645      +0.0745
eff dxy [0,1)                    0.8368       0.8307      +0.0060
eff dxy [1,5)                    0.6143       0.5541      +0.0602
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9261       0.9256      +0.0006
eff transition 1.1-1.7           0.8811       0.8819      -0.0008
eff endcap >1.7                  0.7448       0.7460      -0.0011
dup rate (pt sums)               0.0556       0.0503      +0.0053
dup rate (pt>0.9)                0.0561       0.0518      +0.0043
dup rate barrel                  0.0292       0.0099      +0.0194
dup rate transition              0.0283       0.0126      +0.0157
dup rate endcap                  0.0793       0.0856      -0.0063
fake rate (pt sums)              0.0536       0.0447      +0.0089
fake rate (pt>0.9)               0.0552       0.0448      +0.0104
fake rate barrel                 0.0661       0.0425      +0.0236
fake rate transition             0.0678       0.0445      +0.0233
fake rate endcap                 0.0453       0.0460      -0.0007
mean nhitOT                       6.475        6.519       -0.043
mean nhitOT barrel                9.889       10.148       -0.259
mean nhitOT transition            9.919       10.015       -0.096
mean nhitOT endcap                3.563        3.562       +0.000
n TC (fr denom)                  616236       608190        +8046
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a04_ref/r_I_A6X35.json
