A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a04_ref/r_F_N2X2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3261       0.3281      -0.0020
eff overall (pt>0.9)             0.8055       0.8099      -0.0043
eff vxy [0,1)                    0.8383       0.8430      -0.0047
eff vxy [1,5)                    0.7895       0.7719      +0.0175
eff vxy [5,10)                   0.7302       0.6543      +0.0759
eff vxy [10,30)                  0.7414       0.6645      +0.0769
eff dxy [0,1)                    0.8328       0.8307      +0.0021
eff dxy [1,5)                    0.6165       0.5541      +0.0624
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9194       0.9256      -0.0061
eff transition 1.1-1.7           0.8765       0.8819      -0.0053
eff endcap >1.7                  0.7434       0.7460      -0.0025
dup rate (pt sums)               0.0751       0.0503      +0.0248
dup rate (pt>0.9)                0.0773       0.0518      +0.0255
dup rate barrel                  0.0483       0.0099      +0.0384
dup rate transition              0.0534       0.0126      +0.0408
dup rate endcap                  0.1006       0.0856      +0.0150
fake rate (pt sums)              0.0606       0.0447      +0.0159
fake rate (pt>0.9)               0.0630       0.0448      +0.0183
fake rate barrel                 0.0785       0.0425      +0.0360
fake rate transition             0.0802       0.0445      +0.0356
fake rate endcap                 0.0494       0.0460      +0.0034
mean nhitOT                       6.493        6.519       -0.026
mean nhitOT barrel                9.844       10.148       -0.304
mean nhitOT transition            9.878       10.015       -0.138
mean nhitOT endcap                3.626        3.562       +0.064
n TC (fr denom)                  626458       608190       +18268
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a04_ref/r_F_N2X2.json
