A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_ctl_rt5off_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3172       0.3264      -0.0092
eff overall (pt>0.9)             0.7887       0.8136      -0.0249
eff vxy [0,1)                    0.8225       0.8473      -0.0248
eff vxy [1,5)                    0.7095       0.7731      -0.0636
eff vxy [5,10)                   0.5457       0.6530      -0.1073
eff vxy [10,30)                  0.4779       0.6291      -0.1511
eff dxy [0,1)                    0.8030       0.8342      -0.0312
eff dxy [1,5)                    0.3712       0.4989      -0.1277
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.8862       0.9242      -0.0380
eff transition 1.1-1.7           0.8358       0.8826      -0.0468
eff endcap >1.7                  0.7509       0.7556      -0.0047
dup rate (pt sums)               0.0535       0.0499      +0.0036
dup rate (pt>0.9)                0.0547       0.0513      +0.0034
dup rate barrel                  0.0058       0.0097      -0.0040
dup rate transition              0.0139       0.0130      +0.0008
dup rate endcap                  0.0921       0.0846      +0.0075
fake rate (pt sums)              0.0653       0.0451      +0.0202
fake rate (pt>0.9)               0.0678       0.0455      +0.0223
fake rate barrel                 0.0703       0.0437      +0.0266
fake rate transition             0.0974       0.0459      +0.0515
fake rate endcap                 0.0580       0.0463      +0.0117
mean nhitOT                       6.544        6.514       +0.030
mean nhitOT barrel               10.204       10.151       +0.054
mean nhitOT transition           10.079       10.010       +0.070
mean nhitOT endcap                3.611        3.559       +0.052
n TC (fr denom)                  608576       610581        -2005
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_ctl_rt5off.json
