A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0_nrd_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3187       0.3264      -0.0078
eff overall (pt>0.9)             0.7933       0.8136      -0.0202
eff vxy [0,1)                    0.8276       0.8473      -0.0198
eff vxy [1,5)                    0.7286       0.7731      -0.0445
eff vxy [5,10)                   0.5915       0.6530      -0.0615
eff vxy [10,30)                  0.5286       0.6291      -0.1005
eff dxy [0,1)                    0.8112       0.8342      -0.0230
eff dxy [1,5)                    0.4120       0.4989      -0.0869
eff dxy [5,10)                   0.2000       0.2281      -0.0281
eff dxy [10,30)                  0.0214       0.0470      -0.0256
eff barrel |eta|<1.1             0.8934       0.9242      -0.0308
eff transition 1.1-1.7           0.8476       0.8826      -0.0350
eff endcap >1.7                  0.7504       0.7556      -0.0052
dup rate (pt sums)               0.2191       0.0499      +0.1691
dup rate (pt>0.9)                0.2454       0.0513      +0.1941
dup rate barrel                  0.1055       0.0097      +0.0957
dup rate transition              0.2264       0.0130      +0.2133
dup rate endcap                  0.3182       0.0846      +0.2336
fake rate (pt sums)              0.0802       0.0451      +0.0351
fake rate (pt>0.9)               0.0828       0.0455      +0.0373
fake rate barrel                 0.0918       0.0437      +0.0481
fake rate transition             0.1155       0.0459      +0.0697
fake rate endcap                 0.0691       0.0463      +0.0227
mean nhitOT                       7.082        6.514       +0.568
mean nhitOT barrel               10.101       10.151       -0.050
mean nhitOT transition           10.098       10.010       +0.089
mean nhitOT endcap                4.762        3.559       +1.203
n TC (fr denom)                  692629       610581       +82048
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0_nrd.json
