A/B compare (Root__TC set): proto=ab_r2_at3_8_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3139       0.3264      -0.0126
eff overall (pt>0.9)             0.7858       0.8136      -0.0277
eff vxy [0,1)                    0.8194       0.8473      -0.0280
eff vxy [1,5)                    0.7293       0.7731      -0.0438
eff vxy [5,10)                   0.5915       0.6530      -0.0615
eff vxy [10,30)                  0.5335       0.6291      -0.0956
eff dxy [0,1)                    0.8041       0.8342      -0.0301
eff dxy [1,5)                    0.4120       0.4989      -0.0869
eff dxy [5,10)                   0.1930       0.2281      -0.0351
eff dxy [10,30)                  0.0214       0.0470      -0.0256
eff barrel |eta|<1.1             0.8777       0.9242      -0.0465
eff transition 1.1-1.7           0.8413       0.8826      -0.0413
eff endcap >1.7                  0.7496       0.7556      -0.0060
dup rate (pt sums)               0.1442       0.0499      +0.0943
dup rate (pt>0.9)                0.1570       0.0513      +0.1057
dup rate barrel                  0.0280       0.0097      +0.0182
dup rate transition              0.0831       0.0130      +0.0701
dup rate endcap                  0.2400       0.0846      +0.1554
fake rate (pt sums)              0.0794       0.0451      +0.0343
fake rate (pt>0.9)               0.0809       0.0455      +0.0354
fake rate barrel                 0.0994       0.0437      +0.0557
fake rate transition             0.1189       0.0459      +0.0731
fake rate endcap                 0.0613       0.0463      +0.0150
mean nhitOT                       6.671        6.514       +0.157
mean nhitOT barrel               10.182       10.151       +0.031
mean nhitOT transition           10.032       10.010       +0.022
mean nhitOT endcap                4.040        3.559       +0.481
n TC (fr denom)                  642535       610581       +31954
n sim (ef denom)                  63603        63603           +0
wrote ab_r2_at3_8.json
