A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3190       0.3264      -0.0075
eff overall (pt>0.9)             0.7941       0.8136      -0.0195
eff vxy [0,1)                    0.8281       0.8473      -0.0193
eff vxy [1,5)                    0.7378       0.7731      -0.0353
eff vxy [5,10)                   0.6088       0.6530      -0.0442
eff vxy [10,30)                  0.5490       0.6291      -0.0801
eff dxy [0,1)                    0.8133       0.8342      -0.0209
eff dxy [1,5)                    0.4249       0.4989      -0.0740
eff dxy [5,10)                   0.2000       0.2281      -0.0281
eff dxy [10,30)                  0.0214       0.0470      -0.0256
eff barrel |eta|<1.1             0.8941       0.9242      -0.0300
eff transition 1.1-1.7           0.8491       0.8826      -0.0335
eff endcap >1.7                  0.7508       0.7556      -0.0048
dup rate (pt sums)               0.0920       0.0499      +0.0421
dup rate (pt>0.9)                0.0989       0.0513      +0.0476
dup rate barrel                  0.0247       0.0097      +0.0150
dup rate transition              0.0604       0.0130      +0.0473
dup rate endcap                  0.1490       0.0846      +0.0644
fake rate (pt sums)              0.0757       0.0451      +0.0306
fake rate (pt>0.9)               0.0779       0.0455      +0.0324
fake rate barrel                 0.0901       0.0437      +0.0463
fake rate transition             0.1094       0.0459      +0.0636
fake rate endcap                 0.0623       0.0463      +0.0160
mean nhitOT                       6.660        6.514       +0.146
mean nhitOT barrel               10.063       10.151       -0.088
mean nhitOT transition           10.017       10.010       +0.007
mean nhitOT endcap                3.900        3.559       +0.340
n TC (fr denom)                  633505       610581       +22924
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0.json
