A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1b_a2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3229       0.3264      -0.0035
eff overall (pt>0.9)             0.8039       0.8136      -0.0096
eff vxy [0,1)                    0.8374       0.8473      -0.0099
eff vxy [1,5)                    0.7717       0.7731      -0.0014
eff vxy [5,10)                   0.6435       0.6530      -0.0095
eff vxy [10,30)                  0.5997       0.6291      -0.0294
eff dxy [0,1)                    0.8262       0.8342      -0.0080
eff dxy [1,5)                    0.4571       0.4989      -0.0418
eff dxy [5,10)                   0.2175       0.2281      -0.0105
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9087       0.9242      -0.0155
eff transition 1.1-1.7           0.8663       0.8826      -0.0163
eff endcap >1.7                  0.7538       0.7556      -0.0018
dup rate (pt sums)               0.3005       0.0499      +0.2505
dup rate (pt>0.9)                0.3292       0.0513      +0.2779
dup rate barrel                  0.1789       0.0097      +0.1691
dup rate transition              0.3473       0.0130      +0.3343
dup rate endcap                  0.3967       0.0846      +0.3121
fake rate (pt sums)              0.0611       0.0451      +0.0160
fake rate (pt>0.9)               0.0621       0.0455      +0.0166
fake rate barrel                 0.0713       0.0437      +0.0276
fake rate transition             0.0819       0.0459      +0.0360
fake rate endcap                 0.0517       0.0463      +0.0054
mean nhitOT                       7.290        6.514       +0.776
mean nhitOT barrel               10.166       10.151       +0.015
mean nhitOT transition           10.206       10.010       +0.196
mean nhitOT endcap                5.032        3.559       +1.472
n TC (fr denom)                  717474       610581      +106893
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1b_a2.json
