A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/t60_m17_e3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base60_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3231       0.3277      -0.0046
eff overall (pt>0.9)             0.7990       0.8122      -0.0133
eff vxy [0,1)                    0.8296       0.8437      -0.0141
eff vxy [1,5)                    0.7634       0.7491      +0.0143
eff vxy [5,10)                   0.6881       0.6147      +0.0734
eff vxy [10,30)                  0.7348       0.6391      +0.0957
eff dxy [0,1)                    0.8226       0.8284      -0.0057
eff dxy [1,5)                    0.6078       0.5392      +0.0686
eff dxy [5,10)                   0.2963       0.2037      +0.0926
eff dxy [10,30)                  0.0000       0.0000      +0.0000
eff barrel |eta|<1.1             0.9024       0.9179      -0.0155
eff transition 1.1-1.7           0.8632       0.8887      -0.0256
eff endcap >1.7                  0.7308       0.7373      -0.0064
dup rate (pt sums)               0.0633       0.0485      +0.0148
dup rate (pt>0.9)                0.0646       0.0496      +0.0150
dup rate barrel                  0.0180       0.0098      +0.0082
dup rate transition              0.0361       0.0123      +0.0238
dup rate endcap                  0.0989       0.0821      +0.0168
fake rate (pt sums)              0.0672       0.0432      +0.0240
fake rate (pt>0.9)               0.0688       0.0435      +0.0253
fake rate barrel                 0.0859       0.0421      +0.0438
fake rate transition             0.1043       0.0426      +0.0617
fake rate endcap                 0.0487       0.0446      +0.0041
mean nhitOT                       6.597        6.533       +0.064
mean nhitOT barrel               10.005       10.151       -0.146
mean nhitOT transition            9.926       10.008       -0.083
mean nhitOT endcap                3.718        3.560       +0.158
n TC (fr denom)                  125242       120786        +4456
n sim (ef denom)                  12741        12741           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/t60_m17_e3.json
