A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_m17_w3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3225       0.3264      -0.0039
eff overall (pt>0.9)             0.8025       0.8136      -0.0111
eff vxy [0,1)                    0.8352       0.8473      -0.0121
eff vxy [1,5)                    0.7852       0.7731      +0.0120
eff vxy [5,10)                   0.7129       0.6530      +0.0599
eff vxy [10,30)                  0.6944       0.6291      +0.0654
eff dxy [0,1)                    0.8292       0.8342      -0.0050
eff dxy [1,5)                    0.5354       0.4989      +0.0365
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0278       0.0470      -0.0192
eff barrel |eta|<1.1             0.9089       0.9242      -0.0153
eff transition 1.1-1.7           0.8628       0.8826      -0.0198
eff endcap >1.7                  0.7515       0.7556      -0.0041
dup rate (pt sums)               0.0638       0.0499      +0.0139
dup rate (pt>0.9)                0.0656       0.0513      +0.0143
dup rate barrel                  0.0159       0.0097      +0.0062
dup rate transition              0.0323       0.0130      +0.0193
dup rate endcap                  0.1013       0.0846      +0.0167
fake rate (pt sums)              0.0524       0.0451      +0.0073
fake rate (pt>0.9)               0.0542       0.0455      +0.0087
fake rate barrel                 0.0559       0.0437      +0.0122
fake rate transition             0.0762       0.0459      +0.0303
fake rate endcap                 0.0469       0.0463      +0.0006
mean nhitOT                       6.517        6.514       +0.004
mean nhitOT barrel               10.020       10.151       -0.131
mean nhitOT transition            9.956       10.010       -0.054
mean nhitOT endcap                3.690        3.559       +0.131
n TC (fr denom)                  618789       610581        +8208
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_m17_w3.json
