A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0_d4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3219       0.3264      -0.0046
eff overall (pt>0.9)             0.8015       0.8136      -0.0120
eff vxy [0,1)                    0.8354       0.8473      -0.0119
eff vxy [1,5)                    0.7555       0.7731      -0.0177
eff vxy [5,10)                   0.6404       0.6530      -0.0126
eff vxy [10,30)                  0.6258       0.6291      -0.0033
eff dxy [0,1)                    0.8226       0.8342      -0.0117
eff dxy [1,5)                    0.5139       0.4989      +0.0150
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9061       0.9242      -0.0181
eff transition 1.1-1.7           0.8611       0.8826      -0.0215
eff endcap >1.7                  0.7526       0.7556      -0.0030
dup rate (pt sums)               0.0845       0.0499      +0.0345
dup rate (pt>0.9)                0.0907       0.0513      +0.0394
dup rate barrel                  0.0237       0.0097      +0.0139
dup rate transition              0.0510       0.0130      +0.0380
dup rate endcap                  0.1375       0.0846      +0.0529
fake rate (pt sums)              0.0595       0.0451      +0.0144
fake rate (pt>0.9)               0.0609       0.0455      +0.0154
fake rate barrel                 0.0668       0.0437      +0.0231
fake rate transition             0.0834       0.0459      +0.0375
fake rate endcap                 0.0513       0.0463      +0.0050
mean nhitOT                       6.559        6.514       +0.045
mean nhitOT barrel                9.981       10.151       -0.170
mean nhitOT transition            9.954       10.010       -0.056
mean nhitOT endcap                3.778        3.559       +0.218
n TC (fr denom)                  625967       610581       +15386
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_r1_a0_d4.json
