A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_b3_rps_a2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3186       0.3264      -0.0078
eff overall (pt>0.9)             0.7942       0.8136      -0.0193
eff vxy [0,1)                    0.8270       0.8473      -0.0203
eff vxy [1,5)                    0.7611       0.7731      -0.0120
eff vxy [5,10)                   0.6688       0.6530      +0.0158
eff vxy [10,30)                  0.6381       0.6291      +0.0090
eff dxy [0,1)                    0.8178       0.8342      -0.0164
eff dxy [1,5)                    0.4893       0.4989      -0.0097
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9043       0.9242      -0.0199
eff transition 1.1-1.7           0.8536       0.8826      -0.0290
eff endcap >1.7                  0.7392       0.7556      -0.0163
dup rate (pt sums)               0.0494       0.0499      -0.0005
dup rate (pt>0.9)                0.0505       0.0513      -0.0008
dup rate barrel                  0.0090       0.0097      -0.0007
dup rate transition              0.0192       0.0130      +0.0062
dup rate endcap                  0.0821       0.0846      -0.0025
fake rate (pt sums)              0.0564       0.0451      +0.0113
fake rate (pt>0.9)               0.0578       0.0455      +0.0123
fake rate barrel                 0.0591       0.0437      +0.0154
fake rate transition             0.0789       0.0459      +0.0330
fake rate endcap                 0.0508       0.0463      +0.0045
mean nhitOT                       6.644        6.514       +0.130
mean nhitOT barrel               10.172       10.151       +0.022
mean nhitOT transition           10.131       10.010       +0.121
mean nhitOT endcap                3.713        3.559       +0.153
n TC (fr denom)                  604794       610581        -5787
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout3/m16/ab_b3_rps_a2.json
