A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F04_DD4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3221       0.3264      -0.0043
eff overall (pt>0.9)             0.8014       0.8136      -0.0121
eff vxy [0,1)                    0.8340       0.8473      -0.0133
eff vxy [1,5)                    0.7852       0.7731      +0.0120
eff vxy [5,10)                   0.7129       0.6530      +0.0599
eff vxy [10,30)                  0.6953       0.6291      +0.0662
eff dxy [0,1)                    0.8279       0.8342      -0.0063
eff dxy [1,5)                    0.5386       0.4989      +0.0397
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9087       0.9242      -0.0155
eff transition 1.1-1.7           0.8598       0.8826      -0.0228
eff endcap >1.7                  0.7504       0.7556      -0.0052
dup rate (pt sums)               0.0607       0.0499      +0.0108
dup rate (pt>0.9)                0.0630       0.0513      +0.0117
dup rate barrel                  0.0145       0.0097      +0.0048
dup rate transition              0.0263       0.0130      +0.0132
dup rate endcap                  0.0990       0.0846      +0.0144
fake rate (pt sums)              0.0534       0.0451      +0.0083
fake rate (pt>0.9)               0.0555       0.0455      +0.0100
fake rate barrel                 0.0595       0.0437      +0.0158
fake rate transition             0.0796       0.0459      +0.0338
fake rate endcap                 0.0463       0.0463      -0.0000
mean nhitOT                       6.523        6.514       +0.010
mean nhitOT barrel               10.043       10.151       -0.107
mean nhitOT transition            9.984       10.010       -0.026
mean nhitOT endcap                3.673        3.559       +0.114
n TC (fr denom)                  617051       610581        +6470
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F04_DD4.json
