A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F06_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3233       0.3264      -0.0031
eff overall (pt>0.9)             0.8048       0.8136      -0.0087
eff vxy [0,1)                    0.8375       0.8473      -0.0098
eff vxy [1,5)                    0.7894       0.7731      +0.0163
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7108       0.6291      +0.0817
eff dxy [0,1)                    0.8321       0.8342      -0.0021
eff dxy [1,5)                    0.5515       0.4989      +0.0526
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9118       0.9242      -0.0124
eff transition 1.1-1.7           0.8686       0.8826      -0.0140
eff endcap >1.7                  0.7519       0.7556      -0.0037
dup rate (pt sums)               0.1193       0.0499      +0.0694
dup rate (pt>0.9)                0.1291       0.0513      +0.0778
dup rate barrel                  0.0722       0.0097      +0.0624
dup rate transition              0.1242       0.0130      +0.1112
dup rate endcap                  0.1609       0.0846      +0.0763
fake rate (pt sums)              0.0654       0.0451      +0.0203
fake rate (pt>0.9)               0.0685       0.0455      +0.0230
fake rate barrel                 0.0805       0.0437      +0.0368
fake rate transition             0.1053       0.0459      +0.0595
fake rate endcap                 0.0509       0.0463      +0.0045
mean nhitOT                       6.714        6.514       +0.200
mean nhitOT barrel               10.047       10.151       -0.103
mean nhitOT transition            9.992       10.010       -0.018
mean nhitOT endcap                3.940        3.559       +0.381
n TC (fr denom)                  648472       610581       +37891
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F06.json
