A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F03_DD3_DF03_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3221       0.3264      -0.0044
eff overall (pt>0.9)             0.8014       0.8136      -0.0122
eff vxy [0,1)                    0.8340       0.8473      -0.0133
eff vxy [1,5)                    0.7852       0.7731      +0.0120
eff vxy [5,10)                   0.7129       0.6530      +0.0599
eff vxy [10,30)                  0.6936       0.6291      +0.0645
eff dxy [0,1)                    0.8277       0.8342      -0.0065
eff dxy [1,5)                    0.5397       0.4989      +0.0408
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9087       0.9242      -0.0155
eff transition 1.1-1.7           0.8593       0.8826      -0.0233
eff endcap >1.7                  0.7504       0.7556      -0.0052
dup rate (pt sums)               0.0592       0.0499      +0.0093
dup rate (pt>0.9)                0.0612       0.0513      +0.0099
dup rate barrel                  0.0133       0.0097      +0.0035
dup rate transition              0.0229       0.0130      +0.0099
dup rate endcap                  0.0973       0.0846      +0.0127
fake rate (pt sums)              0.0509       0.0451      +0.0058
fake rate (pt>0.9)               0.0526       0.0455      +0.0071
fake rate barrel                 0.0539       0.0437      +0.0101
fake rate transition             0.0743       0.0459      +0.0284
fake rate endcap                 0.0457       0.0463      -0.0006
mean nhitOT                       6.510        6.514       -0.004
mean nhitOT barrel               10.044       10.151       -0.107
mean nhitOT transition            9.985       10.010       -0.025
mean nhitOT endcap                3.665        3.559       +0.105
n TC (fr denom)                  614746       610581        +4165
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/claimshare/cs_F03_DD3_DF03.json
