A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/audit_ref/t_ZP8P2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3298       0.3264      +0.0034
eff overall (pt>0.9)             0.8216       0.8136      +0.0081
eff vxy [0,1)                    0.8550       0.8473      +0.0077
eff vxy [1,5)                    0.8099       0.7731      +0.0367
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7173       0.6291      +0.0882
eff dxy [0,1)                    0.8487       0.8342      +0.0145
eff dxy [1,5)                    0.5601       0.4989      +0.0612
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9331       0.9242      +0.0089
eff transition 1.1-1.7           0.8984       0.8826      +0.0158
eff endcap >1.7                  0.7603       0.7556      +0.0047
dup rate (pt sums)               0.1844       0.0499      +0.1345
dup rate (pt>0.9)                0.1896       0.0513      +0.1383
dup rate barrel                  0.2252       0.0097      +0.2155
dup rate transition              0.2168       0.0130      +0.2038
dup rate endcap                  0.1605       0.0846      +0.0759
fake rate (pt sums)              0.0461       0.0451      +0.0010
fake rate (pt>0.9)               0.0470       0.0455      +0.0015
fake rate barrel                 0.0474       0.0437      +0.0037
fake rate transition             0.0513       0.0459      +0.0054
fake rate endcap                 0.0455       0.0463      -0.0009
mean nhitOT                       5.857        6.514       -0.657
mean nhitOT barrel                8.741       10.151       -1.409
mean nhitOT transition            8.762       10.010       -1.248
mean nhitOT endcap                3.288        3.559       -0.272
n TC (fr denom)                  665941       610581       +55360
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/audit_ref/t_ZP8P2.json
