A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose/cs1_bkg3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3251       0.3264      -0.0014
eff overall (pt>0.9)             0.8095       0.8136      -0.0041
eff vxy [0,1)                    0.8422       0.8473      -0.0051
eff vxy [1,5)                    0.7943       0.7731      +0.0212
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.7042       0.6291      +0.0752
eff dxy [0,1)                    0.8362       0.8342      +0.0020
eff dxy [1,5)                    0.5526       0.4989      +0.0536
eff dxy [5,10)                   0.2386       0.2281      +0.0105
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9208       0.9242      -0.0034
eff transition 1.1-1.7           0.8728       0.8826      -0.0098
eff endcap >1.7                  0.7529       0.7556      -0.0027
dup rate (pt sums)               0.0640       0.0499      +0.0141
dup rate (pt>0.9)                0.0667       0.0513      +0.0154
dup rate barrel                  0.0160       0.0097      +0.0063
dup rate transition              0.0340       0.0130      +0.0209
dup rate endcap                  0.1023       0.0846      +0.0178
fake rate (pt sums)              0.0436       0.0451      -0.0015
fake rate (pt>0.9)               0.0444       0.0455      -0.0011
fake rate barrel                 0.0477       0.0437      +0.0040
fake rate transition             0.0427       0.0459      -0.0031
fake rate endcap                 0.0431       0.0463      -0.0032
mean nhitOT                       6.367        6.514       -0.146
mean nhitOT barrel                9.898       10.151       -0.252
mean nhitOT transition            9.739       10.010       -0.271
mean nhitOT endcap                3.586        3.559       +0.026
n TC (fr denom)                  614092       610581        +3511
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose/cs1_bkg3.json
