A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose_attach/oos_balanced_349_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose_attach/base_oos349_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3253       0.3260      -0.0006
eff overall (pt>0.9)             0.8077       0.8098      -0.0021
eff vxy [0,1)                    0.8403       0.8424      -0.0021
eff vxy [1,5)                    0.8065       0.7957      +0.0108
eff vxy [5,10)                   0.7083       0.6271      +0.0812
eff vxy [10,30)                  0.7168       0.6392      +0.0776
eff dxy [0,1)                    0.8342       0.8306      +0.0036
eff dxy [1,5)                    0.6000       0.5206      +0.0794
eff dxy [5,10)                   0.2760       0.2611      +0.0148
eff dxy [10,30)                  0.0388       0.0620      -0.0233
eff barrel |eta|<1.1             0.9240       0.9273      -0.0034
eff transition 1.1-1.7           0.8730       0.8759      -0.0028
eff endcap >1.7                  0.7466       0.7473      -0.0007
dup rate (pt sums)               0.0554       0.0497      +0.0058
dup rate (pt>0.9)                0.0572       0.0515      +0.0057
dup rate barrel                  0.0143       0.0096      +0.0047
dup rate transition              0.0243       0.0136      +0.0107
dup rate endcap                  0.0900       0.0850      +0.0050
fake rate (pt sums)              0.0465       0.0450      +0.0016
fake rate (pt>0.9)               0.0468       0.0451      +0.0018
fake rate barrel                 0.0507       0.0431      +0.0077
fake rate transition             0.0553       0.0452      +0.0101
fake rate endcap                 0.0423       0.0461      -0.0038
mean nhitOT                       6.299        6.524       -0.225
mean nhitOT barrel                9.797       10.151       -0.353
mean nhitOT transition            9.697       10.010       -0.313
mean nhitOT endcap                3.414        3.560       -0.147
n TC (fr denom)                  723289       716495        +6794
n sim (ef denom)                  73270        73270           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose_attach/oos_balanced_349.json
