A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose/cs1_full_bt4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3264       0.3264      -0.0000
eff overall (pt>0.9)             0.8129       0.8136      -0.0007
eff vxy [0,1)                    0.8457       0.8473      -0.0017
eff vxy [1,5)                    0.8035       0.7731      +0.0304
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7100       0.6291      +0.0809
eff dxy [0,1)                    0.8400       0.8342      +0.0058
eff dxy [1,5)                    0.5579       0.4989      +0.0590
eff dxy [5,10)                   0.2421       0.2281      +0.0140
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9242       0.9242      +0.0000
eff transition 1.1-1.7           0.8798       0.8826      -0.0028
eff endcap >1.7                  0.7551       0.7556      -0.0004
dup rate (pt sums)               0.0620       0.0499      +0.0120
dup rate (pt>0.9)                0.0643       0.0513      +0.0129
dup rate barrel                  0.0154       0.0097      +0.0056
dup rate transition              0.0296       0.0130      +0.0165
dup rate endcap                  0.0997       0.0846      +0.0152
fake rate (pt sums)              0.0440       0.0451      -0.0011
fake rate (pt>0.9)               0.0446       0.0455      -0.0009
fake rate barrel                 0.0519       0.0437      +0.0082
fake rate transition             0.0394       0.0459      -0.0065
fake rate endcap                 0.0422       0.0463      -0.0041
mean nhitOT                       6.154        6.514       -0.360
mean nhitOT barrel                9.683       10.151       -0.467
mean nhitOT transition            9.405       10.010       -0.604
mean nhitOT endcap                3.387        3.559       -0.173
n TC (fr denom)                  616443       610581        +5862
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/compose/cs1_full_bt4.json
