A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/edgeretrain/er_fl_d4ek_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3262       0.3264      -0.0002
eff overall (pt>0.9)             0.8124       0.8136      -0.0011
eff vxy [0,1)                    0.8453       0.8473      -0.0020
eff vxy [1,5)                    0.8035       0.7731      +0.0304
eff vxy [5,10)                   0.7382       0.6530      +0.0852
eff vxy [10,30)                  0.7173       0.6291      +0.0882
eff dxy [0,1)                    0.8404       0.8342      +0.0062
eff dxy [1,5)                    0.5644       0.4989      +0.0655
eff dxy [5,10)                   0.2421       0.2281      +0.0140
eff dxy [10,30)                  0.0278       0.0470      -0.0192
eff barrel |eta|<1.1             0.9240       0.9242      -0.0002
eff transition 1.1-1.7           0.8788       0.8826      -0.0038
eff endcap >1.7                  0.7546       0.7556      -0.0010
dup rate (pt sums)               0.0552       0.0499      +0.0053
dup rate (pt>0.9)                0.0567       0.0513      +0.0054
dup rate barrel                  0.0143       0.0097      +0.0045
dup rate transition              0.0228       0.0130      +0.0098
dup rate endcap                  0.0895       0.0846      +0.0049
fake rate (pt sums)              0.0477       0.0451      +0.0026
fake rate (pt>0.9)               0.0490       0.0455      +0.0036
fake rate barrel                 0.0558       0.0437      +0.0121
fake rate transition             0.0560       0.0459      +0.0101
fake rate endcap                 0.0434       0.0463      -0.0029
mean nhitOT                       6.297        6.514       -0.217
mean nhitOT barrel                9.744       10.151       -0.406
mean nhitOT transition            9.678       10.010       -0.332
mean nhitOT endcap                3.457        3.559       -0.102
n TC (fr denom)                  616470       610581        +5889
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/edgeretrain/er_fl_d4ek.json
