A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/edgeretrain/er_fl_d3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3255       0.3264      -0.0010
eff overall (pt>0.9)             0.8105       0.8136      -0.0030
eff vxy [0,1)                    0.8437       0.8473      -0.0036
eff vxy [1,5)                    0.7979       0.7731      +0.0247
eff vxy [5,10)                   0.7397       0.6530      +0.0868
eff vxy [10,30)                  0.7149       0.6291      +0.0858
eff dxy [0,1)                    0.8383       0.8342      +0.0041
eff dxy [1,5)                    0.5676       0.4989      +0.0687
eff dxy [5,10)                   0.2351       0.2281      +0.0070
eff dxy [10,30)                  0.0385       0.0470      -0.0085
eff barrel |eta|<1.1             0.9232       0.9242      -0.0010
eff transition 1.1-1.7           0.8738       0.8826      -0.0088
eff endcap >1.7                  0.7528       0.7556      -0.0028
dup rate (pt sums)               0.0546       0.0499      +0.0047
dup rate (pt>0.9)                0.0564       0.0513      +0.0051
dup rate barrel                  0.0146       0.0097      +0.0049
dup rate transition              0.0232       0.0130      +0.0102
dup rate endcap                  0.0888       0.0846      +0.0043
fake rate (pt sums)              0.0493       0.0451      +0.0042
fake rate (pt>0.9)               0.0512       0.0455      +0.0057
fake rate barrel                 0.0624       0.0437      +0.0186
fake rate transition             0.0579       0.0459      +0.0120
fake rate endcap                 0.0431       0.0463      -0.0032
mean nhitOT                       6.247        6.514       -0.266
mean nhitOT barrel                9.755       10.151       -0.396
mean nhitOT transition            9.608       10.010       -0.401
mean nhitOT endcap                3.360        3.559       -0.199
n TC (fr denom)                  617344       610581        +6763
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/edgeretrain/er_fl_d3.json
