A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_len/lv_bt2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3261       0.3264      -0.0003
eff overall (pt>0.9)             0.8121       0.8136      -0.0014
eff vxy [0,1)                    0.8451       0.8473      -0.0023
eff vxy [1,5)                    0.8014       0.7731      +0.0283
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8396       0.8342      +0.0054
eff dxy [1,5)                    0.5622       0.4989      +0.0633
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9225       0.9242      -0.0017
eff transition 1.1-1.7           0.8809       0.8826      -0.0018
eff endcap >1.7                  0.7544       0.7556      -0.0012
dup rate (pt sums)               0.0549       0.0499      +0.0050
dup rate (pt>0.9)                0.0562       0.0513      +0.0049
dup rate barrel                  0.0138       0.0097      +0.0041
dup rate transition              0.0214       0.0130      +0.0084
dup rate endcap                  0.0890       0.0846      +0.0045
fake rate (pt sums)              0.0474       0.0451      +0.0023
fake rate (pt>0.9)               0.0482       0.0455      +0.0027
fake rate barrel                 0.0527       0.0437      +0.0090
fake rate transition             0.0564       0.0459      +0.0106
fake rate endcap                 0.0434       0.0463      -0.0029
mean nhitOT                       6.367        6.514       -0.147
mean nhitOT barrel                9.874       10.151       -0.277
mean nhitOT transition            9.817       10.010       -0.193
mean nhitOT endcap                3.477        3.559       -0.082
n TC (fr denom)                  616293       610581        +5712
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_len/lv_bt2.json
