events = 300

=== UNIVERSE (post-deletion bare seeds), per event ===
group              class                    N  consumed  RPSblock  XCretire   SURVIVE
ENDCAP >1.7          -0.5     2.167     0.013     5.410     0.747      0.40     4.360   -0.00122
ENDCAP >1.7           0.0     0.697     0.003     1.167     0.323      0.60     1.400   -0.00026
ENDCAP >1.7           0.5     0.303     0.000     0.250     0.177      1.21     0.607   -0.00006
ENDCAP >1.7           1.0     0.230     0.000     0.153     0.107      1.50     0.460   -0.00003
ENDCAP >1.7           1.5     0.163     0.000     0.107     0.070      1.53     0.327   -0.00002
ENDCAP >1.7           2.0     0.113     0.000     0.067     0.053      1.70     0.227   -0.00002
ENDCAP >1.7           2.5     0.077     0.000     0.037     0.040      2.09     0.153   -0.00001
ENDCAP >1.7           3.0     0.053     0.000     0.020     0.023      2.67     0.107   -0.00000
ENDCAP >1.7           3.5     0.030     0.000     0.013     0.013      2.25     0.060   -0.00000
ENDCAP >1.7           4.0     0.023     0.000     0.010     0.013      2.33     0.047   -0.00000
ENDCAP >1.7           4.5     0.020     0.000     0.003     0.007      6.00     0.040   -0.00000
ENDCAP >1.7           5.0     0.017     0.000     0.003     0.003      5.00     0.033   -0.00000
ENDCAP >1.7           5.5     0.017     0.000     0.003     0.003      5.00     0.033   -0.00000
ENDCAP >1.7           6.0     0.013     0.000     0.003     0.003      4.00     0.027   -0.00000
ENDCAP >1.7           6.5     0.013     0.000     0.003     0.003      4.00     0.027   -0.00000
ENDCAP >1.7           7.0     0.013     0.000     0.000     0.003       inf     0.027   -0.00000
ENDCAP >1.7           7.5     0.013     0.000     0.000     0.003       inf     0.027   -0.00000
ENDCAP >1.7           8.0     0.013     0.000     0.000     0.003       inf     0.027   -0.00000
ENDCAP >1.7           8.5     0.013     0.000     0.000     0.003       inf     0.027   -0.00000
ENDCAP >1.7           9.0     0.013     0.000     0.000     0.003       inf     0.027   -0.00000
  (dupTCgain = 2 x A retired: the seed row AND its partner both stop being duplicates; upper bound, exact when the sim has exactly 2 TCs)
