[a8] tag=b10 args: -G 5 -X 0.5 -T4 2 -T5 1 -U4 1e9 -L 0.5 -F 0.3 -B 10
  chain TCs       total=210767 mean=702.6 (T5-class=192956 T4-class=17811; 0 accepted chains below 4 layers dropped by K10)
  output TCs/evt  mean=2559.6 (pixel 1857.0 + chain 702.6)
  time mean/evt   infer=37.198 weld=4.355 arb+asm=0.477 fill=51.996 ms
  wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout/a8_arbitration/ab_b10.root
A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout/a8_arbitration/ab_b10_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3287       0.3264      +0.0022
eff overall (pt>0.9)             0.8179       0.8136      +0.0043
eff vxy [0,1)                    0.8512       0.8473      +0.0039
eff vxy [1,5)                    0.7965       0.7731      +0.0233
eff vxy [5,10)                   0.7129       0.6530      +0.0599
eff vxy [10,30)                  0.6797       0.6291      +0.0507
eff dxy [0,1)                    0.8436       0.8342      +0.0093
eff dxy [1,5)                    0.4936       0.4989      -0.0054
eff dxy [5,10)                   0.2246       0.2281      -0.0035
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9296       0.9242      +0.0054
eff transition 1.1-1.7           0.8914       0.8826      +0.0088
eff endcap >1.7                  0.7573       0.7556      +0.0017
dup rate (pt sums)               0.2839       0.0499      +0.2340
dup rate (pt>0.9)                0.3116       0.0513      +0.2603
dup rate barrel                  0.3246       0.0097      +0.3148
dup rate transition              0.3719       0.0130      +0.3588
dup rate endcap                  0.2813       0.0846      +0.1967
fake rate (pt sums)              0.1114       0.0451      +0.0663
fake rate (pt>0.9)               0.1104       0.0455      +0.0649
fake rate barrel                 0.1770       0.0437      +0.1333
fake rate transition             0.1366       0.0459      +0.0908
fake rate endcap                 0.0560       0.0463      +0.0097
mean nhitOT                       7.337        6.514       +0.823
mean nhitOT barrel               10.193       10.151       +0.043
mean nhitOT transition           10.095       10.010       +0.085
mean nhitOT endcap                4.420        3.559       +0.861
n TC (fr denom)                  767882       610581      +157301
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout/a8_arbitration/ab_b10.json
