A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_cmp3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3265       0.3264      +0.0001
eff overall (pt>0.9)             0.8132       0.8136      -0.0004
eff vxy [0,1)                    0.8460       0.8473      -0.0013
eff vxy [1,5)                    0.8049       0.7731      +0.0318
eff vxy [5,10)                   0.7303       0.6530      +0.0773
eff vxy [10,30)                  0.7271       0.6291      +0.0980
eff dxy [0,1)                    0.8407       0.8342      +0.0065
eff dxy [1,5)                    0.5730       0.4989      +0.0740
eff dxy [5,10)                   0.2702       0.2281      +0.0421
eff dxy [10,30)                  0.0278       0.0470      -0.0192
eff barrel |eta|<1.1             0.9247       0.9242      +0.0006
eff transition 1.1-1.7           0.8814       0.8826      -0.0013
eff endcap >1.7                  0.7546       0.7556      -0.0010
dup rate (pt sums)               0.0562       0.0499      +0.0063
dup rate (pt>0.9)                0.0568       0.0513      +0.0055
dup rate barrel                  0.0146       0.0097      +0.0049
dup rate transition              0.0237       0.0130      +0.0107
dup rate endcap                  0.0896       0.0846      +0.0050
fake rate (pt sums)              0.0516       0.0451      +0.0065
fake rate (pt>0.9)               0.0524       0.0455      +0.0069
fake rate barrel                 0.0638       0.0437      +0.0201
fake rate transition             0.0585       0.0459      +0.0126
fake rate endcap                 0.0445       0.0463      -0.0019
mean nhitOT                       6.303        6.514       -0.211
mean nhitOT barrel                9.766       10.151       -0.385
mean nhitOT transition            9.692       10.010       -0.318
mean nhitOT endcap                3.425        3.559       -0.134
n TC (fr denom)                  621060       610581       +10479
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_cmp3.json
