A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_dd2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3247       0.3264      -0.0018
eff overall (pt>0.9)             0.8083       0.8136      -0.0053
eff vxy [0,1)                    0.8411       0.8473      -0.0062
eff vxy [1,5)                    0.7943       0.7731      +0.0212
eff vxy [5,10)                   0.7192       0.6530      +0.0662
eff vxy [10,30)                  0.6830       0.6291      +0.0539
eff dxy [0,1)                    0.8343       0.8342      +0.0001
eff dxy [1,5)                    0.5333       0.4989      +0.0343
eff dxy [5,10)                   0.2386       0.2281      +0.0105
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9173       0.9242      -0.0069
eff transition 1.1-1.7           0.8721       0.8826      -0.0105
eff endcap >1.7                  0.7537       0.7556      -0.0019
dup rate (pt sums)               0.0495       0.0499      -0.0005
dup rate (pt>0.9)                0.0501       0.0513      -0.0012
dup rate barrel                  0.0101       0.0097      +0.0003
dup rate transition              0.0107       0.0130      -0.0023
dup rate endcap                  0.0824       0.0846      -0.0022
fake rate (pt sums)              0.0391       0.0451      -0.0060
fake rate (pt>0.9)               0.0392       0.0455      -0.0063
fake rate barrel                 0.0354       0.0437      -0.0083
fake rate transition             0.0412       0.0459      -0.0046
fake rate endcap                 0.0406       0.0463      -0.0057
mean nhitOT                       6.231        6.514       -0.282
mean nhitOT barrel                9.792       10.151       -0.358
mean nhitOT transition            9.683       10.010       -0.327
mean nhitOT endcap                3.367        3.559       -0.193
n TC (fr denom)                  607225       610581        -3356
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_dd2.json
