A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_g0_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3280       0.3264      +0.0016
eff overall (pt>0.9)             0.8157       0.8136      +0.0022
eff vxy [0,1)                    0.8485       0.8473      +0.0012
eff vxy [1,5)                    0.8170       0.7731      +0.0438
eff vxy [5,10)                   0.7697       0.6530      +0.1167
eff vxy [10,30)                  0.7541       0.6291      +0.1250
eff dxy [0,1)                    0.8451       0.8342      +0.0109
eff dxy [1,5)                    0.6094       0.4989      +0.1105
eff dxy [5,10)                   0.2877       0.2281      +0.0596
eff dxy [10,30)                  0.0321       0.0470      -0.0150
eff barrel |eta|<1.1             0.9280       0.9242      +0.0038
eff transition 1.1-1.7           0.8866       0.8826      +0.0040
eff endcap >1.7                  0.7555       0.7556      -0.0001
dup rate (pt sums)               0.0646       0.0499      +0.0147
dup rate (pt>0.9)                0.0657       0.0513      +0.0144
dup rate barrel                  0.0235       0.0097      +0.0137
dup rate transition              0.0438       0.0130      +0.0308
dup rate endcap                  0.1022       0.0846      +0.0176
fake rate (pt sums)              0.1633       0.0451      +0.1182
fake rate (pt>0.9)               0.1584       0.0455      +0.1129
fake rate barrel                 0.2612       0.0437      +0.2175
fake rate transition             0.2221       0.0459      +0.1762
fake rate endcap                 0.0661       0.0463      +0.0197
mean nhitOT                       6.561        6.514       +0.047
mean nhitOT barrel                9.483       10.151       -0.668
mean nhitOT transition            9.392       10.010       -0.618
mean nhitOT endcap                3.576        3.559       +0.017
n TC (fr denom)                  718107       610581      +107526
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_g0.json
