A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_gM4_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3276       0.3264      +0.0011
eff overall (pt>0.9)             0.8147       0.8136      +0.0011
eff vxy [0,1)                    0.8474       0.8473      +0.0001
eff vxy [1,5)                    0.8106       0.7731      +0.0375
eff vxy [5,10)                   0.7524       0.6530      +0.0994
eff vxy [10,30)                  0.7263       0.6291      +0.0972
eff dxy [0,1)                    0.8433       0.8342      +0.0090
eff dxy [1,5)                    0.5644       0.4989      +0.0655
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9267       0.9242      +0.0025
eff transition 1.1-1.7           0.8841       0.8826      +0.0015
eff endcap >1.7                  0.7554       0.7556      -0.0002
dup rate (pt sums)               0.0705       0.0499      +0.0206
dup rate (pt>0.9)                0.0728       0.0513      +0.0215
dup rate barrel                  0.0257       0.0097      +0.0160
dup rate transition              0.0394       0.0130      +0.0264
dup rate endcap                  0.1091       0.0846      +0.0245
fake rate (pt sums)              0.0654       0.0451      +0.0203
fake rate (pt>0.9)               0.0674       0.0455      +0.0219
fake rate barrel                 0.1003       0.0437      +0.0566
fake rate transition             0.0834       0.0459      +0.0375
fake rate endcap                 0.0443       0.0463      -0.0021
mean nhitOT                       6.310        6.514       -0.203
mean nhitOT barrel                9.662       10.151       -0.488
mean nhitOT transition            9.590       10.010       -0.420
mean nhitOT endcap                3.468        3.559       -0.091
n TC (fr denom)                  637649       610581       +27068
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_gM4.json
