A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_dd1_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3208       0.3264      -0.0056
eff overall (pt>0.9)             0.7980       0.8136      -0.0156
eff vxy [0,1)                    0.8308       0.8473      -0.0165
eff vxy [1,5)                    0.7746       0.7731      +0.0014
eff vxy [5,10)                   0.7066       0.6530      +0.0536
eff vxy [10,30)                  0.6511       0.6291      +0.0221
eff dxy [0,1)                    0.8226       0.8342      -0.0117
eff dxy [1,5)                    0.5107       0.4989      +0.0118
eff dxy [5,10)                   0.2351       0.2281      +0.0070
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9002       0.9242      -0.0240
eff transition 1.1-1.7           0.8596       0.8826      -0.0230
eff endcap >1.7                  0.7500       0.7556      -0.0056
dup rate (pt sums)               0.0491       0.0499      -0.0008
dup rate (pt>0.9)                0.0497       0.0513      -0.0016
dup rate barrel                  0.0099       0.0097      +0.0002
dup rate transition              0.0101       0.0130      -0.0029
dup rate endcap                  0.0817       0.0846      -0.0029
fake rate (pt sums)              0.0378       0.0451      -0.0073
fake rate (pt>0.9)               0.0378       0.0455      -0.0077
fake rate barrel                 0.0327       0.0437      -0.0110
fake rate transition             0.0384       0.0459      -0.0075
fake rate endcap                 0.0403       0.0463      -0.0060
mean nhitOT                       6.199        6.514       -0.315
mean nhitOT barrel                9.782       10.151       -0.368
mean nhitOT transition            9.674       10.010       -0.336
mean nhitOT endcap                3.343        3.559       -0.217
n TC (fr denom)                  603183       610581        -7398
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_dd1.json
