A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_m4d_20_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3266       0.3264      +0.0001
eff overall (pt>0.9)             0.8133       0.8136      -0.0003
eff vxy [0,1)                    0.8461       0.8473      -0.0012
eff vxy [1,5)                    0.8049       0.7731      +0.0318
eff vxy [5,10)                   0.7319       0.6530      +0.0789
eff vxy [10,30)                  0.7271       0.6291      +0.0980
eff dxy [0,1)                    0.8409       0.8342      +0.0067
eff dxy [1,5)                    0.5730       0.4989      +0.0740
eff dxy [5,10)                   0.2702       0.2281      +0.0421
eff dxy [10,30)                  0.0278       0.0470      -0.0192
eff barrel |eta|<1.1             0.9247       0.9242      +0.0006
eff transition 1.1-1.7           0.8814       0.8826      -0.0013
eff endcap >1.7                  0.7549       0.7556      -0.0007
dup rate (pt sums)               0.0579       0.0499      +0.0080
dup rate (pt>0.9)                0.0587       0.0513      +0.0074
dup rate barrel                  0.0146       0.0097      +0.0049
dup rate transition              0.0248       0.0130      +0.0117
dup rate endcap                  0.0925       0.0846      +0.0079
fake rate (pt sums)              0.0516       0.0451      +0.0065
fake rate (pt>0.9)               0.0524       0.0455      +0.0069
fake rate barrel                 0.0638       0.0437      +0.0201
fake rate transition             0.0585       0.0459      +0.0126
fake rate endcap                 0.0444       0.0463      -0.0019
mean nhitOT                       6.303        6.514       -0.210
mean nhitOT barrel                9.766       10.151       -0.385
mean nhitOT transition            9.685       10.010       -0.324
mean nhitOT endcap                3.433        3.559       -0.127
n TC (fr denom)                  621766       610581       +11185
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout5/recon_eff/re_m4d_20.json
