A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_vf_b40_w050_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3242       0.3264      -0.0022
eff overall (pt>0.9)             0.8074       0.8136      -0.0062
eff vxy [0,1)                    0.8401       0.8473      -0.0072
eff vxy [1,5)                    0.7943       0.7731      +0.0212
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7141       0.6291      +0.0850
eff dxy [0,1)                    0.8348       0.8342      +0.0005
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9178       0.9242      -0.0064
eff transition 1.1-1.7           0.8698       0.8826      -0.0128
eff endcap >1.7                  0.7519       0.7556      -0.0037
dup rate (pt sums)               0.0622       0.0499      +0.0122
dup rate (pt>0.9)                0.0646       0.0513      +0.0133
dup rate barrel                  0.0157       0.0097      +0.0060
dup rate transition              0.0287       0.0130      +0.0156
dup rate endcap                  0.1005       0.0846      +0.0159
fake rate (pt sums)              0.0481       0.0451      +0.0030
fake rate (pt>0.9)               0.0493       0.0455      +0.0038
fake rate barrel                 0.0491       0.0437      +0.0054
fake rate transition             0.0682       0.0459      +0.0224
fake rate endcap                 0.0439       0.0463      -0.0024
mean nhitOT                       6.483        6.514       -0.031
mean nhitOT barrel                9.990       10.151       -0.161
mean nhitOT transition            9.921       10.010       -0.089
mean nhitOT endcap                3.661        3.559       +0.101
n TC (fr denom)                  616534       610581        +5953
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_vf_b40_w050.json
