A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_ve_b40_w025_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3241       0.3264      -0.0023
eff overall (pt>0.9)             0.8070       0.8136      -0.0066
eff vxy [0,1)                    0.8400       0.8473      -0.0073
eff vxy [1,5)                    0.7901       0.7731      +0.0170
eff vxy [5,10)                   0.7271       0.6530      +0.0741
eff vxy [10,30)                  0.7083       0.6291      +0.0792
eff dxy [0,1)                    0.8340       0.8342      -0.0002
eff dxy [1,5)                    0.5536       0.4989      +0.0547
eff dxy [5,10)                   0.2386       0.2281      +0.0105
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9172       0.9242      -0.0070
eff transition 1.1-1.7           0.8698       0.8826      -0.0128
eff endcap >1.7                  0.7515       0.7556      -0.0041
dup rate (pt sums)               0.0585       0.0499      +0.0086
dup rate (pt>0.9)                0.0604       0.0513      +0.0091
dup rate barrel                  0.0120       0.0097      +0.0022
dup rate transition              0.0219       0.0130      +0.0089
dup rate endcap                  0.0967       0.0846      +0.0121
fake rate (pt sums)              0.0462       0.0451      +0.0011
fake rate (pt>0.9)               0.0472       0.0455      +0.0017
fake rate barrel                 0.0454       0.0437      +0.0017
fake rate transition             0.0643       0.0459      +0.0185
fake rate endcap                 0.0432       0.0463      -0.0031
mean nhitOT                       6.450        6.514       -0.064
mean nhitOT barrel                9.961       10.151       -0.190
mean nhitOT transition            9.913       10.010       -0.097
mean nhitOT endcap                3.631        3.559       +0.071
n TC (fr denom)                  613574       610581        +2993
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_ve_b40_w025.json
