A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_ve_b10_w050_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3246       0.3264      -0.0019
eff overall (pt>0.9)             0.8082       0.8136      -0.0054
eff vxy [0,1)                    0.8409       0.8473      -0.0064
eff vxy [1,5)                    0.7958       0.7731      +0.0226
eff vxy [5,10)                   0.7240       0.6530      +0.0710
eff vxy [10,30)                  0.7100       0.6291      +0.0809
eff dxy [0,1)                    0.8352       0.8342      +0.0010
eff dxy [1,5)                    0.5569       0.4989      +0.0579
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9184       0.9242      -0.0057
eff transition 1.1-1.7           0.8718       0.8826      -0.0108
eff endcap >1.7                  0.7525       0.7556      -0.0031
dup rate (pt sums)               0.0621       0.0499      +0.0121
dup rate (pt>0.9)                0.0645       0.0513      +0.0132
dup rate barrel                  0.0157       0.0097      +0.0059
dup rate transition              0.0285       0.0130      +0.0155
dup rate endcap                  0.1004       0.0846      +0.0158
fake rate (pt sums)              0.0483       0.0451      +0.0032
fake rate (pt>0.9)               0.0495       0.0455      +0.0040
fake rate barrel                 0.0490       0.0437      +0.0053
fake rate transition             0.0685       0.0459      +0.0227
fake rate endcap                 0.0443       0.0463      -0.0021
mean nhitOT                       6.481        6.514       -0.032
mean nhitOT barrel                9.972       10.151       -0.178
mean nhitOT transition            9.935       10.010       -0.075
mean nhitOT endcap                3.662        3.559       +0.103
n TC (fr denom)                  616465       610581        +5884
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_ve_b10_w050.json
