A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_vb_b40_w050_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3225       0.3264      -0.0039
eff overall (pt>0.9)             0.8025       0.8136      -0.0111
eff vxy [0,1)                    0.8351       0.8473      -0.0123
eff vxy [1,5)                    0.7866       0.7731      +0.0134
eff vxy [5,10)                   0.7145       0.6530      +0.0615
eff vxy [10,30)                  0.7042       0.6291      +0.0752
eff dxy [0,1)                    0.8292       0.8342      -0.0050
eff dxy [1,5)                    0.5483       0.4989      +0.0494
eff dxy [5,10)                   0.2526       0.2281      +0.0246
eff dxy [10,30)                  0.0235       0.0470      -0.0235
eff barrel |eta|<1.1             0.9103       0.9242      -0.0138
eff transition 1.1-1.7           0.8616       0.8826      -0.0210
eff endcap >1.7                  0.7506       0.7556      -0.0050
dup rate (pt sums)               0.0619       0.0499      +0.0120
dup rate (pt>0.9)                0.0643       0.0513      +0.0130
dup rate barrel                  0.0157       0.0097      +0.0059
dup rate transition              0.0282       0.0130      +0.0152
dup rate endcap                  0.1001       0.0846      +0.0155
fake rate (pt sums)              0.0513       0.0451      +0.0062
fake rate (pt>0.9)               0.0531       0.0455      +0.0076
fake rate barrel                 0.0544       0.0437      +0.0106
fake rate transition             0.0755       0.0459      +0.0296
fake rate endcap                 0.0459       0.0463      -0.0004
mean nhitOT                       6.519        6.514       +0.005
mean nhitOT barrel               10.040       10.151       -0.111
mean nhitOT transition            9.983       10.010       -0.027
mean nhitOT endcap                3.678        3.559       +0.119
n TC (fr denom)                  616459       610581        +5878
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/fanout4/okretrain/ab_vb_b40_w050.json
