A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a03_ref/r_CMR60_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3246       0.3281      -0.0035
eff overall (pt>0.9)             0.8096       0.8099      -0.0002
eff vxy [0,1)                    0.8376       0.8430      -0.0054
eff vxy [1,5)                    0.7676       0.7719      -0.0043
eff vxy [5,10)                   0.7523       0.6543      +0.0980
eff vxy [10,30)                  0.7613       0.6645      +0.0967
eff dxy [0,1)                    0.8320       0.8307      +0.0013
eff dxy [1,5)                    0.6096       0.5541      +0.0556
eff dxy [5,10)                   0.1538       0.2097      -0.0558
eff dxy [10,30)                  0.0244       0.0567      -0.0323
eff barrel |eta|<1.1             0.9212       0.9256      -0.0044
eff transition 1.1-1.7           0.8558       0.8819      -0.0260
eff endcap >1.7                  0.7543       0.7460      +0.0084
dup rate (pt sums)               0.0614       0.0503      +0.0110
dup rate (pt>0.9)                0.0626       0.0518      +0.0108
dup rate barrel                  0.0411       0.0099      +0.0312
dup rate transition              0.0362       0.0126      +0.0236
dup rate endcap                  0.0822       0.0856      -0.0033
fake rate (pt sums)              0.0520       0.0447      +0.0073
fake rate (pt>0.9)               0.0535       0.0448      +0.0087
fake rate barrel                 0.0647       0.0425      +0.0222
fake rate transition             0.0659       0.0445      +0.0214
fake rate endcap                 0.0437       0.0460      -0.0024
mean nhitOT                       6.435        6.519       -0.083
mean nhitOT barrel                9.830       10.148       -0.318
mean nhitOT transition            9.892       10.015       -0.123
mean nhitOT endcap                3.550        3.562       -0.013
n TC (fr denom)                  122516       608190      -485674
n sim (ef denom)                  12156        62555       -50399
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a03_ref/r_CMR60.json
