A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a03_ref/r_V2S6_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3272       0.3281      -0.0009
eff overall (pt>0.9)             0.7870       0.8099      -0.0228
eff vxy [0,1)                    0.8137       0.8430      -0.0292
eff vxy [1,5)                    0.5278       0.7719      -0.2442
eff vxy [5,10)                   0.8125       0.6543      +0.1582
eff vxy [10,30)                  0.7391       0.6645      +0.0746
eff dxy [0,1)                    0.7958       0.8307      -0.0349
eff dxy [1,5)                    0.6875       0.5541      +0.1334
eff dxy [5,10)                   0.0000       0.2097      -0.2097
eff dxy [10,30)                  0.0000       0.0567      -0.0567
eff barrel |eta|<1.1             0.9115       0.9256      -0.0141
eff transition 1.1-1.7           0.8571       0.8819      -0.0247
eff endcap >1.7                  0.7032       0.7460      -0.0428
dup rate (pt sums)               0.0560       0.0503      +0.0057
dup rate (pt>0.9)                0.0573       0.0518      +0.0055
dup rate barrel                  0.0403       0.0099      +0.0304
dup rate transition              0.0310       0.0126      +0.0184
dup rate endcap                  0.0743       0.0856      -0.0113
fake rate (pt sums)              0.0464       0.0447      +0.0017
fake rate (pt>0.9)               0.0482       0.0448      +0.0035
fake rate barrel                 0.0616       0.0425      +0.0191
fake rate transition             0.0485       0.0445      +0.0040
fake rate endcap                 0.0412       0.0460      -0.0048
mean nhitOT                       6.396        6.519       -0.122
mean nhitOT barrel                9.846       10.148       -0.302
mean nhitOT transition            9.894       10.015       -0.122
mean nhitOT endcap                3.513        3.562       -0.050
n TC (fr denom)                   11490       608190      -596700
n sim (ef denom)                   1461        62555       -61094
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a03_ref/r_V2S6.json
