A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_d_ot_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3245       0.3264      -0.0019
eff overall (pt>0.9)             0.8089       0.8136      -0.0046
eff vxy [0,1)                    0.8420       0.8473      -0.0053
eff vxy [1,5)                    0.7951       0.7731      +0.0219
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8363       0.8342      +0.0021
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9156       0.9242      -0.0085
eff transition 1.1-1.7           0.8796       0.8826      -0.0030
eff endcap >1.7                  0.7537       0.7556      -0.0019
dup rate (pt sums)               0.1227       0.0499      +0.0728
dup rate (pt>0.9)                0.1336       0.0513      +0.0823
dup rate barrel                  0.0529       0.0097      +0.0432
dup rate transition              0.0959       0.0130      +0.0829
dup rate endcap                  0.1868       0.0846      +0.1023
fake rate (pt sums)              0.0653       0.0451      +0.0202
fake rate (pt>0.9)               0.0685       0.0455      +0.0230
fake rate barrel                 0.0848       0.0437      +0.0411
fake rate transition             0.0860       0.0459      +0.0401
fake rate endcap                 0.0549       0.0463      +0.0085
mean nhitOT                       6.486        6.514       -0.027
mean nhitOT barrel                9.868       10.151       -0.282
mean nhitOT transition            9.760       10.010       -0.250
mean nhitOT endcap                3.761        3.559       +0.201
n TC (fr denom)                  650091       610581       +39510
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_d_ot.json
