A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_d_none_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3269       0.3264      +0.0005
eff overall (pt>0.9)             0.8150       0.8136      +0.0015
eff vxy [0,1)                    0.8483       0.8473      +0.0009
eff vxy [1,5)                    0.8007       0.7731      +0.0276
eff vxy [5,10)                   0.7303       0.6530      +0.0773
eff vxy [10,30)                  0.7190       0.6291      +0.0899
eff dxy [0,1)                    0.8424       0.8342      +0.0082
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9229       0.9242      -0.0012
eff transition 1.1-1.7           0.8919       0.8826      +0.0093
eff endcap >1.7                  0.7565       0.7556      +0.0009
dup rate (pt sums)               0.5011       0.0499      +0.4512
dup rate (pt>0.9)                0.5386       0.0513      +0.4873
dup rate barrel                  0.4409       0.0097      +0.4312
dup rate transition              0.6022       0.0130      +0.5892
dup rate endcap                  0.5644       0.0846      +0.4798
fake rate (pt sums)              0.0604       0.0451      +0.0153
fake rate (pt>0.9)               0.0619       0.0455      +0.0164
fake rate barrel                 0.0815       0.0437      +0.0377
fake rate transition             0.0766       0.0459      +0.0307
fake rate endcap                 0.0488       0.0463      +0.0024
mean nhitOT                       6.333        6.514       -0.181
mean nhitOT barrel                8.940       10.151       -1.210
mean nhitOT transition            8.500       10.010       -1.510
mean nhitOT endcap                4.530        3.559       +0.971
n TC (fr denom)                  912579       610581      +301998
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_d_none.json
