A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_r_n3_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3262       0.3264      -0.0002
eff overall (pt>0.9)             0.8132       0.8136      -0.0004
eff vxy [0,1)                    0.8464       0.8473      -0.0009
eff vxy [1,5)                    0.7993       0.7731      +0.0261
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8406       0.8342      +0.0063
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9217       0.9242      -0.0025
eff transition 1.1-1.7           0.8876       0.8826      +0.0050
eff endcap >1.7                  0.7549       0.7556      -0.0007
dup rate (pt sums)               0.2261       0.0499      +0.1762
dup rate (pt>0.9)                0.2351       0.0513      +0.1838
dup rate barrel                  0.2186       0.0097      +0.2088
dup rate transition              0.2943       0.0130      +0.2812
dup rate endcap                  0.2253       0.0846      +0.1408
fake rate (pt sums)              0.0638       0.0451      +0.0187
fake rate (pt>0.9)               0.0665       0.0455      +0.0210
fake rate barrel                 0.0830       0.0437      +0.0393
fake rate transition             0.0821       0.0459      +0.0362
fake rate endcap                 0.0521       0.0463      +0.0057
mean nhitOT                       6.457        6.514       -0.057
mean nhitOT barrel                9.485       10.151       -0.666
mean nhitOT transition            9.316       10.010       -0.694
mean nhitOT endcap                3.807        3.559       +0.248
n TC (fr denom)                  692270       610581       +81689
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_r_n3.json
