A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_a8_n2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/prototype/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3172       0.3264      -0.0093
eff overall (pt>0.9)             0.7958       0.8136      -0.0178
eff vxy [0,1)                    0.8282       0.8473      -0.0191
eff vxy [1,5)                    0.7823       0.7731      +0.0092
eff vxy [5,10)                   0.7224       0.6530      +0.0694
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8231       0.8342      -0.0111
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.8889       0.9242      -0.0353
eff transition 1.1-1.7           0.8643       0.8826      -0.0183
eff endcap >1.7                  0.7536       0.7556      -0.0020
dup rate (pt sums)               0.0655       0.0499      +0.0155
dup rate (pt>0.9)                0.0673       0.0513      +0.0160
dup rate barrel                  0.0215       0.0097      +0.0117
dup rate transition              0.0389       0.0130      +0.0259
dup rate endcap                  0.0989       0.0846      +0.0143
fake rate (pt sums)              0.0488       0.0451      +0.0037
fake rate (pt>0.9)               0.0494       0.0455      +0.0039
fake rate barrel                 0.0596       0.0437      +0.0159
fake rate transition             0.0605       0.0459      +0.0147
fake rate endcap                 0.0411       0.0463      -0.0053
mean nhitOT                       6.487        6.514       -0.027
mean nhitOT barrel               10.215       10.151       +0.064
mean nhitOT transition           10.063       10.010       +0.053
mean nhitOT endcap                3.563        3.559       +0.003
n TC (fr denom)                  600517       610581       -10064
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/t3attach_ref/t_a8_n2.json
