A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_Q_smoke2_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoA/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.2770       0.3264      -0.0495
eff overall (pt>0.9)             0.7363       0.8136      -0.0773
eff vxy [0,1)                    0.7619       0.8473      -0.0854
eff vxy [1,5)                    0.6429       0.7731      -0.1303
eff vxy [5,10)                   0.7500       0.6530      +0.0970
eff vxy [10,30)                  0.6667       0.6291      +0.0376
eff dxy [0,1)                    0.7632       0.8342      -0.0711
eff dxy [1,5)                    0.2727       0.4989      -0.2262
eff dxy [5,10)                      n/a       0.2281          n/a
eff dxy [10,30)                     n/a       0.0470          n/a
eff barrel |eta|<1.1             0.9041       0.9242      -0.0201
eff transition 1.1-1.7           0.8095       0.8826      -0.0731
eff endcap >1.7                  0.6145       0.7556      -0.1411
dup rate (pt sums)               0.3638       0.0499      +0.3138
dup rate (pt>0.9)                0.3859       0.0513      +0.3346
dup rate barrel                  0.2479       0.0097      +0.2381
dup rate transition              0.3998       0.0130      +0.3867
dup rate endcap                  0.5038       0.0846      +0.4192
fake rate (pt sums)              0.3907       0.0451      +0.3456
fake rate (pt>0.9)               0.3911       0.0455      +0.3456
fake rate barrel                 0.5748       0.0437      +0.5310
fake rate transition             0.4326       0.0459      +0.3868
fake rate endcap                 0.2106       0.0463      +0.1642
mean nhitOT                       6.373        6.514       -0.141
mean nhitOT barrel                7.300       10.151       -2.851
mean nhitOT transition            7.538       10.010       -2.472
mean nhitOT endcap                5.088        3.559       +1.528
n TC (fr denom)                    6353       610581      -604228
n sim (ef denom)                    556        63603       -63047
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_Q_smoke2.json
