A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_h_c_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoA/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3221       0.3264      -0.0044
eff overall (pt>0.9)             0.8022       0.8136      -0.0114
eff vxy [0,1)                    0.8349       0.8473      -0.0124
eff vxy [1,5)                    0.7915       0.7731      +0.0184
eff vxy [5,10)                   0.7303       0.6530      +0.0773
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8299       0.8342      -0.0043
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9123       0.9242      -0.0119
eff transition 1.1-1.7           0.8683       0.8826      -0.0143
eff endcap >1.7                  0.7449       0.7556      -0.0107
dup rate (pt sums)               0.0419       0.0499      -0.0080
dup rate (pt>0.9)                0.0422       0.0513      -0.0091
dup rate barrel                  0.0116       0.0097      +0.0018
dup rate transition              0.0154       0.0130      +0.0024
dup rate endcap                  0.0692       0.0846      -0.0154
fake rate (pt sums)              0.1186       0.0451      +0.0735
fake rate (pt>0.9)               0.1220       0.0455      +0.0765
fake rate barrel                 0.1698       0.0437      +0.1261
fake rate transition             0.1820       0.0459      +0.1361
fake rate endcap                 0.0738       0.0463      +0.0275
mean nhitOT                       6.541        6.514       +0.027
mean nhitOT barrel                9.628       10.151       -0.522
mean nhitOT transition            9.597       10.010       -0.413
mean nhitOT endcap                3.703        3.559       +0.143
n TC (fr denom)                  655871       610581       +45290
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_h_c.json
