A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_h_b_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoA/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3242       0.3264      -0.0022
eff overall (pt>0.9)             0.8069       0.8136      -0.0066
eff vxy [0,1)                    0.8399       0.8473      -0.0075
eff vxy [1,5)                    0.7965       0.7731      +0.0233
eff vxy [5,10)                   0.7287       0.6530      +0.0757
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8346       0.8342      +0.0003
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9161       0.9242      -0.0081
eff transition 1.1-1.7           0.8751       0.8826      -0.0075
eff endcap >1.7                  0.7501       0.7556      -0.0054
dup rate (pt sums)               0.0452       0.0499      -0.0047
dup rate (pt>0.9)                0.0457       0.0513      -0.0056
dup rate barrel                  0.0129       0.0097      +0.0032
dup rate transition              0.0174       0.0130      +0.0044
dup rate endcap                  0.0725       0.0846      -0.0121
fake rate (pt sums)              0.0712       0.0451      +0.0261
fake rate (pt>0.9)               0.0720       0.0455      +0.0265
fake rate barrel                 0.0913       0.0437      +0.0476
fake rate transition             0.1026       0.0459      +0.0568
fake rate endcap                 0.0518       0.0463      +0.0055
mean nhitOT                       6.528        6.514       +0.014
mean nhitOT barrel                9.927       10.151       -0.224
mean nhitOT transition            9.870       10.010       -0.140
mean nhitOT endcap                3.618        3.559       +0.058
n TC (fr denom)                  626884       610581       +16303
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_h_b.json
