A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_m_c_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/protoA/base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3183       0.3264      -0.0081
eff overall (pt>0.9)             0.7984       0.8136      -0.0151
eff vxy [0,1)                    0.8308       0.8473      -0.0165
eff vxy [1,5)                    0.7859       0.7731      +0.0127
eff vxy [5,10)                   0.7256       0.6530      +0.0726
eff vxy [10,30)                  0.7181       0.6291      +0.0891
eff dxy [0,1)                    0.8258       0.8342      -0.0084
eff dxy [1,5)                    0.5590       0.4989      +0.0601
eff dxy [5,10)                   0.2491       0.2281      +0.0211
eff dxy [10,30)                  0.0256       0.0470      -0.0214
eff barrel |eta|<1.1             0.9034       0.9242      -0.0208
eff transition 1.1-1.7           0.8596       0.8826      -0.0230
eff endcap >1.7                  0.7480       0.7556      -0.0076
dup rate (pt sums)               0.0516       0.0499      +0.0017
dup rate (pt>0.9)                0.0519       0.0513      +0.0006
dup rate barrel                  0.0135       0.0097      +0.0038
dup rate transition              0.0184       0.0130      +0.0054
dup rate endcap                  0.0816       0.0846      -0.0030
fake rate (pt sums)              0.0475       0.0451      +0.0024
fake rate (pt>0.9)               0.0478       0.0455      +0.0023
fake rate barrel                 0.0562       0.0437      +0.0125
fake rate transition             0.0585       0.0459      +0.0126
fake rate endcap                 0.0404       0.0463      -0.0059
mean nhitOT                       6.482        6.514       -0.032
mean nhitOT barrel               10.142       10.151       -0.008
mean nhitOT transition           10.159       10.010       +0.149
mean nhitOT endcap                3.513        3.559       -0.046
n TC (fr denom)                  596566       610581       -14015
n sim (ef denom)                  63603        63603           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/gen_a_ref/t_m_c.json
